call_id,case_id,client_id,case_manager_id,call_date,direction,duration_seconds,outcome
CALL-0012934,CASE-002361,CL-02159,CM-013,2025-05-23,Outbound,121,Connected
CALL-0012935,CASE-002361,CL-02159,CM-013,2025-06-03,Inbound,151,Connected
CALL-0012936,CASE-002362,CL-02159,CM-004,2025-04-30,Outbound,13,Connected
CALL-0012937,CASE-002362,CL-02159,CM-004,2025-02-17,Outbound,4,Voicemail
CALL-0012938,CASE-002362,CL-02159,CM-004,2025-04-21,Inbound,83,Connected
CALL-0012939,CASE-002362,CL-02159,CM-004,2025-03-27,Outbound,30,Callback Requested
CALL-0012940,CASE-002362,CL-02159,CM-004,2025-05-14,Inbound,152,Voicemail
CALL-0012941,CASE-002362,CL-02159,CM-004,2025-03-05,Inbound,228,Connected
CALL-0012942,CASE-002363,CL-02160,CM-018,2025-04-29,Inbound,103,Connected
CALL-0012943,CASE-002363,CL-02160,CM-018,2025-06-05,Outbound,311,Callback Requested
CALL-0012944,CASE-002363,CL-02160,CM-018,2025-03-21,Inbound,26,Voicemail
CALL-0012945,CASE-002363,CL-02160,CM-018,2025-05-14,Inbound,49,No Answer
CALL-0012946,CASE-002363,CL-02160,CM-018,2025-04-05,Outbound,332,Connected
CALL-0012947,CASE-002363,CL-02160,CM-018,2025-06-06,Inbound,43,Connected
CALL-0012948,CASE-002363,CL-02160,CM-018,2025-04-27,Outbound,140,Connected
CALL-0012949,CASE-002364,CL-02161,CM-005,2025-04-07,Inbound,40,Callback Requested
CALL-0012950,CASE-002364,CL-02161,CM-005,2025-04-22,Outbound,178,Connected
CALL-0012951,CASE-002365,CL-02161,CM-012,2025-05-19,Outbound,107,No Answer
CALL-0012952,CASE-002365,CL-02161,CM-012,2025-06-24,Outbound,381,Voicemail
CALL-0012953,CASE-002365,CL-02161,CM-012,2025-05-16,Outbound,109,No Answer
CALL-0012954,CASE-002365,CL-02161,CM-012,2025-05-08,Inbound,337,Voicemail
CALL-0012955,CASE-002365,CL-02161,CM-012,2025-05-07,Inbound,346,Connected
CALL-0012956,CASE-002365,CL-02161,CM-012,2025-04-22,Inbound,282,Voicemail
CALL-0012957,CASE-002365,CL-02161,CM-012,2025-06-21,Outbound,25,Callback Requested
CALL-0012958,CASE-002365,CL-02161,CM-012,2025-05-07,Outbound,28,No Answer
CALL-0012959,CASE-002366,CL-02162,CM-004,2024-03-01,Inbound,32,Wrong Number
CALL-0012960,CASE-002366,CL-02162,CM-004,2023-10-03,Inbound,148,No Answer
CALL-0012961,CASE-002366,CL-02162,CM-004,2023-10-21,Inbound,77,No Answer
CALL-0012962,CASE-002366,CL-02162,CM-004,2024-04-11,Outbound,44,Connected
CALL-0012963,CASE-002366,CL-02162,CM-004,2023-11-08,Inbound,110,Connected
CALL-0012964,CASE-002367,CL-02163,CM-014,2024-12-28,Inbound,304,No Answer
CALL-0012965,CASE-002367,CL-02163,CM-014,2024-10-07,Outbound,266,Connected
CALL-0012966,CASE-002367,CL-02163,CM-014,2024-12-16,Outbound,242,Connected
CALL-0012967,CASE-002368,CL-02164,CM-003,2024-11-28,Inbound,200,Callback Requested
CALL-0012968,CASE-002368,CL-02164,CM-003,2024-12-05,Inbound,91,Connected
CALL-0012969,CASE-002368,CL-02164,CM-003,2024-12-29,Outbound,405,Connected
CALL-0012970,CASE-002368,CL-02164,CM-003,2024-12-15,Outbound,534,Connected
CALL-0012971,CASE-002368,CL-02164,CM-003,2024-01-14,Inbound,33,Connected
CALL-0012972,CASE-002368,CL-02164,CM-003,2024-03-28,Outbound,245,Callback Requested
CALL-0012973,CASE-002369,CL-02165,CM-007,2025-04-15,Inbound,181,Voicemail
CALL-0012974,CASE-002369,CL-02165,CM-007,2025-04-19,Outbound,3,Voicemail
CALL-0012975,CASE-002369,CL-02165,CM-007,2025-04-14,Inbound,398,Callback Requested
CALL-0012976,CASE-002369,CL-02165,CM-007,2025-04-03,Inbound,171,Voicemail
CALL-0012977,CASE-002369,CL-02165,CM-007,2025-04-08,Inbound,18,Connected
CALL-0012978,CASE-002370,CL-02166,CM-012,2025-03-20,Outbound,107,Voicemail
CALL-0012979,CASE-002370,CL-02166,CM-012,2024-12-31,Outbound,42,No Answer
CALL-0012980,CASE-002370,CL-02166,CM-012,2024-10-27,Inbound,11,No Answer
CALL-0012981,CASE-002370,CL-02166,CM-012,2025-03-03,Outbound,89,No Answer
CALL-0012982,CASE-002370,CL-02166,CM-012,2025-01-01,Inbound,21,Connected
CALL-0012983,CASE-002371,CL-02166,CM-008,2024-12-21,Inbound,16,No Answer
CALL-0012984,CASE-002371,CL-02166,CM-008,2025-03-14,Inbound,17,Voicemail
CALL-0012985,CASE-002371,CL-02166,CM-008,2025-06-30,Outbound,166,Voicemail
CALL-0012986,CASE-002371,CL-02166,CM-008,2025-02-01,Outbound,147,Voicemail
CALL-0012987,CASE-002371,CL-02166,CM-008,2025-06-14,Inbound,27,Voicemail
CALL-0012988,CASE-002372,CL-02167,CM-005,2024-06-12,Inbound,86,Callback Requested
CALL-0012989,CASE-002372,CL-02167,CM-005,2024-08-27,Outbound,92,Connected
CALL-0012990,CASE-002372,CL-02167,CM-005,2024-07-26,Outbound,1,Voicemail
CALL-0012991,CASE-002373,CL-02168,CM-007,2024-05-19,Outbound,130,Connected
CALL-0012992,CASE-002373,CL-02168,CM-007,2024-03-09,Outbound,107,Voicemail
CALL-0012993,CASE-002373,CL-02168,CM-007,2024-07-15,Outbound,166,Voicemail
CALL-0012994,CASE-002373,CL-02168,CM-007,2025-02-02,Inbound,70,Voicemail
CALL-0012995,CASE-002373,CL-02168,CM-007,2024-04-01,Outbound,363,Callback Requested
CALL-0012996,CASE-002373,CL-02168,CM-007,2024-01-06,Outbound,46,No Answer
CALL-0012997,CASE-002373,CL-02168,CM-007,2024-05-25,Outbound,82,No Answer
CALL-0012998,CASE-002373,CL-02168,CM-007,2025-02-13,Inbound,81,Connected
CALL-0012999,CASE-002373,CL-02168,CM-007,2024-04-03,Outbound,52,Connected
CALL-0013000,CASE-002373,CL-02168,CM-007,2024-10-20,Outbound,47,Callback Requested
CALL-0013001,CASE-002373,CL-02168,CM-007,2024-06-23,Outbound,45,Callback Requested
CALL-0013002,CASE-002373,CL-02168,CM-007,2024-12-28,Outbound,906,Voicemail
CALL-0013003,CASE-002373,CL-02168,CM-007,2024-05-09,Inbound,235,Voicemail
CALL-0013004,CASE-002373,CL-02168,CM-007,2024-08-06,Outbound,130,Connected
CALL-0013005,CASE-002373,CL-02168,CM-007,2024-04-14,Outbound,19,Wrong Number
CALL-0013006,CASE-002373,CL-02168,CM-007,2024-10-26,Outbound,65,No Answer
CALL-0013007,CASE-002374,CL-02169,CM-004,2024-06-27,Inbound,307,Connected
CALL-0013008,CASE-002374,CL-02169,CM-004,2024-10-06,Inbound,914,Wrong Number
CALL-0013009,CASE-002374,CL-02169,CM-004,2024-06-05,Inbound,360,Connected
CALL-0013010,CASE-002374,CL-02169,CM-004,2024-09-06,Outbound,72,Connected
CALL-0013011,CASE-002374,CL-02169,CM-004,2024-12-08,Outbound,468,Connected
CALL-0013012,CASE-002374,CL-02169,CM-004,2024-05-31,Outbound,342,Connected
CALL-0013013,CASE-002374,CL-02169,CM-004,2024-08-05,Inbound,403,Connected
CALL-0013014,CASE-002374,CL-02169,CM-004,2024-08-06,Inbound,189,Connected
CALL-0013015,CASE-002375,CL-02170,CM-015,2025-03-21,Outbound,224,Voicemail
CALL-0013016,CASE-002375,CL-02170,CM-015,2025-02-15,Outbound,48,Voicemail
CALL-0013017,CASE-002375,CL-02170,CM-015,2025-02-25,Outbound,59,No Answer
CALL-0013018,CASE-002375,CL-02170,CM-015,2025-03-21,Outbound,76,Connected
CALL-0013019,CASE-002375,CL-02170,CM-015,2025-02-04,Outbound,74,Connected
CALL-0013020,CASE-002375,CL-02170,CM-015,2025-03-13,Outbound,136,Connected
CALL-0013021,CASE-002375,CL-02170,CM-015,2025-02-01,Inbound,190,Connected
CALL-0013022,CASE-002375,CL-02170,CM-015,2024-12-14,Inbound,47,Callback Requested
CALL-0013023,CASE-002376,CL-02171,CM-012,2024-01-21,Outbound,71,Connected
CALL-0013024,CASE-002376,CL-02171,CM-012,2024-05-26,Outbound,54,Callback Requested
CALL-0013025,CASE-002376,CL-02171,CM-012,2024-03-07,Outbound,169,Voicemail
CALL-0013026,CASE-002376,CL-02171,CM-012,2024-06-28,Inbound,461,Callback Requested
CALL-0013027,CASE-002376,CL-02171,CM-012,2024-03-15,Outbound,227,No Answer
CALL-0013028,CASE-002376,CL-02171,CM-012,2024-02-04,Outbound,139,Connected
CALL-0013029,CASE-002377,CL-02172,CM-011,2023-10-13,Outbound,284,Connected
CALL-0013030,CASE-002377,CL-02172,CM-011,2023-10-11,Outbound,162,Voicemail
CALL-0013031,CASE-002377,CL-02172,CM-011,2023-11-14,Inbound,159,No Answer
CALL-0013032,CASE-002377,CL-02172,CM-011,2023-12-11,Inbound,48,Callback Requested
CALL-0013033,CASE-002377,CL-02172,CM-011,2023-11-19,Outbound,68,No Answer
CALL-0013034,CASE-002378,CL-02173,CM-010,2025-05-11,Inbound,200,No Answer
CALL-0013035,CASE-002378,CL-02173,CM-010,2025-06-07,Inbound,310,No Answer
CALL-0013036,CASE-002378,CL-02173,CM-010,2025-05-02,Outbound,72,Connected
CALL-0013037,CASE-002379,CL-02174,CM-010,2025-02-19,Inbound,457,Connected
CALL-0013038,CASE-002379,CL-02174,CM-010,2025-05-18,Inbound,169,Voicemail
CALL-0013039,CASE-002379,CL-02174,CM-010,2025-04-29,Inbound,139,Connected
CALL-0013040,CASE-002379,CL-02174,CM-010,2025-01-08,Outbound,352,Connected
CALL-0013041,CASE-002379,CL-02174,CM-010,2025-05-25,Inbound,455,Connected
CALL-0013042,CASE-002380,CL-02175,CM-005,2024-10-27,Inbound,17,No Answer
CALL-0013043,CASE-002380,CL-02175,CM-005,2024-09-27,Outbound,59,Connected
CALL-0013044,CASE-002380,CL-02175,CM-005,2024-09-07,Outbound,57,No Answer
CALL-0013045,CASE-002380,CL-02175,CM-005,2024-10-11,Outbound,70,Connected
CALL-0013046,CASE-002380,CL-02175,CM-005,2024-11-13,Outbound,8,Voicemail
CALL-0013047,CASE-002380,CL-02175,CM-005,2025-03-29,Outbound,80,Wrong Number
CALL-0013048,CASE-002380,CL-02175,CM-005,2024-12-13,Outbound,249,Connected
CALL-0013049,CASE-002380,CL-02175,CM-005,2024-12-14,Outbound,248,Connected
CALL-0013050,CASE-002381,CL-02176,CM-014,2024-08-17,Outbound,71,Voicemail
CALL-0013051,CASE-002381,CL-02176,CM-014,2025-05-21,Inbound,3,Voicemail
CALL-0013052,CASE-002381,CL-02176,CM-014,2024-09-14,Outbound,131,Voicemail
CALL-0013053,CASE-002381,CL-02176,CM-014,2024-08-31,Inbound,94,Connected
CALL-0013054,CASE-002381,CL-02176,CM-014,2024-08-14,Outbound,271,Voicemail
CALL-0013055,CASE-002382,CL-02177,CM-010,2025-06-27,Inbound,101,Connected
CALL-0013056,CASE-002382,CL-02177,CM-010,2025-06-18,Inbound,21,Connected
CALL-0013057,CASE-002382,CL-02177,CM-010,2025-06-23,Outbound,91,Connected
CALL-0013058,CASE-002382,CL-02177,CM-010,2025-06-20,Inbound,287,Connected
CALL-0013059,CASE-002382,CL-02177,CM-010,2025-06-28,Outbound,287,No Answer
CALL-0013060,CASE-002382,CL-02177,CM-010,2025-06-25,Outbound,118,Connected
CALL-0013061,CASE-002382,CL-02177,CM-010,2025-06-29,Inbound,44,Connected
CALL-0013062,CASE-002383,CL-02178,CM-010,2025-01-10,Inbound,232,Voicemail
CALL-0013063,CASE-002384,CL-02179,CM-001,2025-05-03,Outbound,374,Connected
CALL-0013064,CASE-002384,CL-02179,CM-001,2025-05-28,Inbound,20,Voicemail
CALL-0013065,CASE-002384,CL-02179,CM-001,2025-03-20,Inbound,484,Connected
CALL-0013066,CASE-002384,CL-02179,CM-001,2025-03-29,Outbound,114,Connected
CALL-0013067,CASE-002385,CL-02180,CM-013,2024-06-20,Outbound,149,Connected
CALL-0013068,CASE-002386,CL-02181,CM-014,2024-03-14,Inbound,27,Wrong Number
CALL-0013069,CASE-002386,CL-02181,CM-014,2024-07-12,Inbound,83,No Answer
CALL-0013070,CASE-002386,CL-02181,CM-014,2024-12-29,Outbound,165,Wrong Number
CALL-0013071,CASE-002387,CL-02182,CM-013,2025-03-13,Outbound,489,Callback Requested
CALL-0013072,CASE-002387,CL-02182,CM-013,2024-04-25,Outbound,102,Voicemail
CALL-0013073,CASE-002387,CL-02182,CM-013,2024-04-17,Outbound,100,Callback Requested
CALL-0013074,CASE-002387,CL-02182,CM-013,2024-08-30,Outbound,39,No Answer
CALL-0013075,CASE-002387,CL-02182,CM-013,2023-09-17,Outbound,144,Connected
CALL-0013076,CASE-002387,CL-02182,CM-013,2025-05-09,Outbound,173,Connected
CALL-0013077,CASE-002387,CL-02182,CM-013,2024-09-18,Outbound,54,Connected
CALL-0013078,CASE-002387,CL-02182,CM-013,2024-06-25,Inbound,42,Callback Requested
CALL-0013079,CASE-002388,CL-02183,CM-014,2024-12-28,Inbound,52,Wrong Number
CALL-0013080,CASE-002388,CL-02183,CM-014,2025-01-01,Inbound,155,Voicemail
CALL-0013081,CASE-002388,CL-02183,CM-014,2024-12-29,Outbound,80,Connected
CALL-0013082,CASE-002388,CL-02183,CM-014,2025-01-01,Outbound,10,No Answer
CALL-0013083,CASE-002388,CL-02183,CM-014,2024-12-21,Inbound,129,Connected
CALL-0013084,CASE-002388,CL-02183,CM-014,2024-12-29,Inbound,490,Callback Requested
CALL-0013085,CASE-002389,CL-02184,CM-008,2023-11-26,Outbound,391,Callback Requested
CALL-0013086,CASE-002389,CL-02184,CM-008,2023-11-03,Outbound,428,Connected
CALL-0013087,CASE-002389,CL-02184,CM-008,2023-10-31,Outbound,148,Callback Requested
CALL-0013088,CASE-002389,CL-02184,CM-008,2023-09-19,Outbound,62,Voicemail
CALL-0013089,CASE-002390,CL-02185,CM-015,2023-08-08,Inbound,71,Callback Requested
CALL-0013090,CASE-002390,CL-02185,CM-015,2023-10-07,Outbound,204,Voicemail
CALL-0013091,CASE-002390,CL-02185,CM-015,2023-11-24,Inbound,359,Connected
CALL-0013092,CASE-002390,CL-02185,CM-015,2023-10-08,Inbound,263,Connected
CALL-0013093,CASE-002390,CL-02185,CM-015,2023-11-21,Inbound,385,Connected
CALL-0013094,CASE-002390,CL-02185,CM-015,2023-08-16,Outbound,89,Callback Requested
CALL-0013095,CASE-002391,CL-02186,CM-008,2025-02-09,Inbound,133,Connected
CALL-0013096,CASE-002391,CL-02186,CM-008,2025-04-12,Inbound,14,Connected
CALL-0013097,CASE-002391,CL-02186,CM-008,2025-03-22,Outbound,19,Voicemail
CALL-0013098,CASE-002392,CL-02187,CM-016,2025-06-11,Inbound,57,Connected
CALL-0013099,CASE-002392,CL-02187,CM-016,2025-06-23,Outbound,16,Wrong Number
CALL-0013100,CASE-002392,CL-02187,CM-016,2025-06-12,Inbound,550,Connected
CALL-0013101,CASE-002392,CL-02187,CM-016,2025-06-19,Outbound,46,Connected
CALL-0013102,CASE-002392,CL-02187,CM-016,2025-06-27,Outbound,634,Callback Requested
CALL-0013103,CASE-002393,CL-02188,CM-012,2025-03-10,Outbound,158,Connected
CALL-0013104,CASE-002393,CL-02188,CM-012,2025-03-13,Inbound,190,Voicemail
CALL-0013105,CASE-002393,CL-02188,CM-012,2025-03-04,Outbound,493,Callback Requested
CALL-0013106,CASE-002393,CL-02188,CM-012,2025-03-30,Outbound,123,Connected
CALL-0013107,CASE-002393,CL-02188,CM-012,2025-01-05,Outbound,156,Connected
CALL-0013108,CASE-002393,CL-02188,CM-012,2025-01-16,Outbound,320,Voicemail
CALL-0013109,CASE-002393,CL-02188,CM-012,2025-03-15,Outbound,199,No Answer
CALL-0013110,CASE-002393,CL-02188,CM-012,2025-04-11,Inbound,190,Connected
CALL-0013111,CASE-002394,CL-02189,CM-001,2024-07-09,Outbound,94,No Answer
CALL-0013112,CASE-002394,CL-02189,CM-001,2024-07-08,Outbound,40,Voicemail
CALL-0013113,CASE-002394,CL-02189,CM-001,2024-08-31,Outbound,400,Connected
CALL-0013114,CASE-002395,CL-02190,CM-006,2024-09-12,Inbound,102,Callback Requested
CALL-0013115,CASE-002395,CL-02190,CM-006,2024-11-14,Outbound,185,Connected
CALL-0013116,CASE-002395,CL-02190,CM-006,2024-10-15,Outbound,8,Connected
CALL-0013117,CASE-002395,CL-02190,CM-006,2024-08-24,Outbound,203,Voicemail
CALL-0013118,CASE-002395,CL-02190,CM-006,2024-08-04,Inbound,43,No Answer
CALL-0013119,CASE-002395,CL-02190,CM-006,2024-11-04,Outbound,101,Voicemail
CALL-0013120,CASE-002395,CL-02190,CM-006,2024-10-17,Outbound,177,Voicemail
CALL-0013121,CASE-002395,CL-02190,CM-006,2024-09-28,Outbound,45,No Answer
CALL-0013122,CASE-002395,CL-02190,CM-006,2024-08-01,Outbound,405,Voicemail
CALL-0013123,CASE-002395,CL-02190,CM-006,2024-11-06,Inbound,219,No Answer
CALL-0013124,CASE-002396,CL-02191,CM-008,2024-10-12,Inbound,98,Wrong Number
CALL-0013125,CASE-002396,CL-02191,CM-008,2024-10-15,Inbound,129,No Answer
CALL-0013126,CASE-002396,CL-02191,CM-008,2024-08-29,Outbound,221,Callback Requested
CALL-0013127,CASE-002396,CL-02191,CM-008,2024-09-05,Inbound,361,Connected
CALL-0013128,CASE-002396,CL-02191,CM-008,2024-08-19,Outbound,206,Connected
CALL-0013129,CASE-002396,CL-02191,CM-008,2024-07-16,Inbound,32,Connected
CALL-0013130,CASE-002397,CL-02191,CM-005,2025-03-16,Outbound,86,No Answer
CALL-0013131,CASE-002397,CL-02191,CM-005,2025-06-30,Outbound,144,Connected
CALL-0013132,CASE-002397,CL-02191,CM-005,2025-06-15,Inbound,243,Voicemail
CALL-0013133,CASE-002397,CL-02191,CM-005,2024-12-18,Outbound,359,Voicemail
CALL-0013134,CASE-002397,CL-02191,CM-005,2024-12-26,Outbound,235,No Answer
CALL-0013135,CASE-002397,CL-02191,CM-005,2024-07-29,Outbound,61,No Answer
CALL-0013136,CASE-002398,CL-02192,CM-016,2024-04-23,Outbound,150,Callback Requested
CALL-0013137,CASE-002398,CL-02192,CM-016,2025-03-05,Inbound,312,Callback Requested
CALL-0013138,CASE-002398,CL-02192,CM-016,2024-08-17,Outbound,32,Connected
CALL-0013139,CASE-002399,CL-02193,CM-006,2024-11-25,Outbound,225,Connected
CALL-0013140,CASE-002399,CL-02193,CM-006,2024-11-03,Outbound,37,Voicemail
CALL-0013141,CASE-002399,CL-02193,CM-006,2025-01-01,Outbound,211,Wrong Number
CALL-0013142,CASE-002399,CL-02193,CM-006,2024-12-22,Outbound,0,Voicemail
CALL-0013143,CASE-002399,CL-02193,CM-006,2024-09-19,Outbound,571,Connected
CALL-0013144,CASE-002399,CL-02193,CM-006,2024-09-18,Outbound,30,Voicemail
CALL-0013145,CASE-002399,CL-02193,CM-006,2024-09-20,Inbound,66,Wrong Number
CALL-0013146,CASE-002399,CL-02193,CM-006,2024-12-03,Outbound,417,Connected
CALL-0013147,CASE-002399,CL-02193,CM-006,2024-10-26,Outbound,35,Connected
CALL-0013148,CASE-002400,CL-02194,CM-014,2024-09-18,Outbound,379,Callback Requested
CALL-0013149,CASE-002400,CL-02194,CM-014,2024-08-09,Outbound,101,Voicemail
CALL-0013150,CASE-002400,CL-02194,CM-014,2024-09-06,Inbound,328,Connected
CALL-0013151,CASE-002400,CL-02194,CM-014,2024-07-15,Outbound,85,Callback Requested
CALL-0013152,CASE-002400,CL-02194,CM-014,2024-07-11,Inbound,52,Connected
CALL-0013153,CASE-002400,CL-02194,CM-014,2024-10-30,Outbound,17,Callback Requested
CALL-0013154,CASE-002401,CL-02195,CM-001,2024-11-10,Inbound,180,No Answer
CALL-0013155,CASE-002401,CL-02195,CM-001,2025-01-22,Outbound,70,Connected
CALL-0013156,CASE-002402,CL-02196,CM-013,2025-05-10,Outbound,312,Connected
CALL-0013157,CASE-002402,CL-02196,CM-013,2025-06-12,Outbound,129,Voicemail
CALL-0013158,CASE-002402,CL-02196,CM-013,2025-05-29,Inbound,211,Wrong Number
CALL-0013159,CASE-002403,CL-02197,CM-018,2025-06-28,Outbound,80,Connected
CALL-0013160,CASE-002403,CL-02197,CM-018,2025-06-28,Outbound,55,Connected
CALL-0013161,CASE-002403,CL-02197,CM-018,2025-06-28,Inbound,61,No Answer
CALL-0013162,CASE-002403,CL-02197,CM-018,2025-06-29,Outbound,115,Connected
CALL-0013163,CASE-002403,CL-02197,CM-018,2025-06-29,Inbound,112,Wrong Number
CALL-0013164,CASE-002403,CL-02197,CM-018,2025-06-28,Outbound,129,Connected
CALL-0013165,CASE-002404,CL-02198,CM-010,2023-10-12,Outbound,3,Connected
CALL-0013166,CASE-002404,CL-02198,CM-010,2024-11-02,Inbound,73,Connected
CALL-0013167,CASE-002404,CL-02198,CM-010,2024-01-11,Outbound,10,No Answer
CALL-0013168,CASE-002404,CL-02198,CM-010,2024-02-08,Inbound,46,Voicemail
CALL-0013169,CASE-002405,CL-02199,CM-007,2025-04-01,Inbound,332,Connected
CALL-0013170,CASE-002405,CL-02199,CM-007,2025-01-27,Outbound,16,Connected
CALL-0013171,CASE-002406,CL-02200,CM-002,2024-02-18,Outbound,175,No Answer
CALL-0013172,CASE-002406,CL-02200,CM-002,2024-03-01,Outbound,350,Voicemail
CALL-0013173,CASE-002406,CL-02200,CM-002,2024-02-18,Inbound,41,Connected
CALL-0013174,CASE-002406,CL-02200,CM-002,2023-12-31,Outbound,258,Callback Requested
CALL-0013175,CASE-002406,CL-02200,CM-002,2024-02-12,Outbound,20,No Answer
CALL-0013176,CASE-002406,CL-02200,CM-002,2024-02-14,Outbound,49,Callback Requested
CALL-0013177,CASE-002406,CL-02200,CM-002,2024-03-15,Inbound,182,Connected
CALL-0013178,CASE-002406,CL-02200,CM-002,2024-01-13,Inbound,45,Connected
CALL-0013179,CASE-002406,CL-02200,CM-002,2024-02-23,Outbound,253,Wrong Number
CALL-0013180,CASE-002406,CL-02200,CM-002,2023-11-21,Outbound,12,Connected
CALL-0013181,CASE-002407,CL-02201,CM-007,2024-06-12,Outbound,49,No Answer
CALL-0013182,CASE-002407,CL-02201,CM-007,2024-04-30,Inbound,1,Wrong Number
CALL-0013183,CASE-002407,CL-02201,CM-007,2024-06-06,Outbound,118,Connected
CALL-0013184,CASE-002407,CL-02201,CM-007,2024-06-11,Inbound,112,Connected
CALL-0013185,CASE-002407,CL-02201,CM-007,2024-07-01,Inbound,194,Connected
CALL-0013186,CASE-002407,CL-02201,CM-007,2024-05-21,Outbound,73,Voicemail
CALL-0013187,CASE-002408,CL-02201,CM-001,2024-10-03,Outbound,161,Wrong Number
CALL-0013188,CASE-002408,CL-02201,CM-001,2024-10-19,Inbound,26,Connected
CALL-0013189,CASE-002409,CL-02202,CM-008,2024-07-23,Outbound,469,Connected
CALL-0013190,CASE-002409,CL-02202,CM-008,2024-07-08,Inbound,199,No Answer
CALL-0013191,CASE-002409,CL-02202,CM-008,2024-07-12,Inbound,102,Connected
CALL-0013192,CASE-002409,CL-02202,CM-008,2024-05-23,Inbound,353,Connected
CALL-0013193,CASE-002409,CL-02202,CM-008,2024-05-10,Inbound,103,Connected
CALL-0013194,CASE-002409,CL-02202,CM-008,2024-06-30,Outbound,30,Connected
CALL-0013195,CASE-002409,CL-02202,CM-008,2024-03-22,Inbound,288,Wrong Number
CALL-0013196,CASE-002410,CL-02203,CM-004,2024-05-11,Outbound,100,Connected
CALL-0013197,CASE-002410,CL-02203,CM-004,2023-12-14,Inbound,342,Connected
CALL-0013198,CASE-002410,CL-02203,CM-004,2024-05-12,Outbound,16,Voicemail
CALL-0013199,CASE-002410,CL-02203,CM-004,2024-08-21,Inbound,142,No Answer
CALL-0013200,CASE-002410,CL-02203,CM-004,2024-05-03,Inbound,178,Voicemail
CALL-0013201,CASE-002410,CL-02203,CM-004,2024-10-10,Outbound,79,Connected
CALL-0013202,CASE-002411,CL-02204,CM-005,2025-01-10,Inbound,45,Callback Requested
CALL-0013203,CASE-002411,CL-02204,CM-005,2025-01-15,Outbound,98,Connected
CALL-0013204,CASE-002411,CL-02204,CM-005,2025-01-26,Outbound,17,Connected
CALL-0013205,CASE-002411,CL-02204,CM-005,2025-01-29,Outbound,146,Connected
CALL-0013206,CASE-002411,CL-02204,CM-005,2025-01-21,Inbound,203,Connected
CALL-0013207,CASE-002411,CL-02204,CM-005,2025-01-23,Outbound,135,Connected
CALL-0013208,CASE-002411,CL-02204,CM-005,2025-01-12,Outbound,355,Voicemail
CALL-0013209,CASE-002411,CL-02204,CM-005,2025-01-21,Outbound,55,Connected
CALL-0013210,CASE-002411,CL-02204,CM-005,2025-01-10,Outbound,165,No Answer
CALL-0013211,CASE-002412,CL-02205,CM-007,2024-08-22,Outbound,71,Voicemail
CALL-0013212,CASE-002412,CL-02205,CM-007,2024-08-11,Outbound,9,Wrong Number
CALL-0013213,CASE-002412,CL-02205,CM-007,2024-08-14,Outbound,130,No Answer
CALL-0013214,CASE-002413,CL-02206,CM-002,2025-05-14,Inbound,254,Connected
CALL-0013215,CASE-002413,CL-02206,CM-002,2025-05-15,Outbound,254,Voicemail
CALL-0013216,CASE-002413,CL-02206,CM-002,2025-05-16,Outbound,305,Voicemail
CALL-0013217,CASE-002413,CL-02206,CM-002,2025-05-16,Outbound,206,Connected
CALL-0013218,CASE-002413,CL-02206,CM-002,2025-05-12,Inbound,173,Connected
CALL-0013219,CASE-002413,CL-02206,CM-002,2025-05-13,Outbound,215,Voicemail
CALL-0013220,CASE-002413,CL-02206,CM-002,2025-05-12,Outbound,206,No Answer
CALL-0013221,CASE-002413,CL-02206,CM-002,2025-05-12,Outbound,342,No Answer
CALL-0013222,CASE-002414,CL-02207,CM-008,2024-05-27,Inbound,50,Voicemail
CALL-0013223,CASE-002414,CL-02207,CM-008,2024-01-08,Inbound,163,Connected
CALL-0013224,CASE-002414,CL-02207,CM-008,2024-12-09,Inbound,8,Callback Requested
CALL-0013225,CASE-002414,CL-02207,CM-008,2024-06-30,Outbound,60,Connected
CALL-0013226,CASE-002414,CL-02207,CM-008,2023-09-30,Inbound,149,Callback Requested
CALL-0013227,CASE-002414,CL-02207,CM-008,2023-12-23,Outbound,226,Connected
CALL-0013228,CASE-002414,CL-02207,CM-008,2023-12-16,Outbound,205,No Answer
CALL-0013229,CASE-002414,CL-02207,CM-008,2023-11-20,Outbound,264,No Answer
CALL-0013230,CASE-002414,CL-02207,CM-008,2024-04-25,Outbound,77,Connected
CALL-0013231,CASE-002414,CL-02207,CM-008,2023-10-28,Inbound,32,Connected
CALL-0013232,CASE-002414,CL-02207,CM-008,2024-06-14,Inbound,40,Voicemail
CALL-0013233,CASE-002414,CL-02207,CM-008,2023-08-06,Outbound,126,Connected
CALL-0013234,CASE-002414,CL-02207,CM-008,2023-10-12,Outbound,7,Voicemail
CALL-0013235,CASE-002414,CL-02207,CM-008,2025-04-25,Outbound,27,No Answer
CALL-0013236,CASE-002415,CL-02208,CM-002,2024-04-08,Outbound,178,Connected
CALL-0013237,CASE-002415,CL-02208,CM-002,2024-05-17,Outbound,147,Voicemail
CALL-0013238,CASE-002415,CL-02208,CM-002,2024-04-11,Inbound,9,Connected
CALL-0013239,CASE-002415,CL-02208,CM-002,2024-02-01,Outbound,84,Wrong Number
CALL-0013240,CASE-002415,CL-02208,CM-002,2023-11-29,Inbound,216,Voicemail
CALL-0013241,CASE-002415,CL-02208,CM-002,2023-10-14,Outbound,16,Connected
CALL-0013242,CASE-002415,CL-02208,CM-002,2023-09-18,Outbound,693,No Answer
