case_id,client_id,case_type,state,intake_date,date_opened,date_closed,case_status,current_stage,assigned_case_manager,attorney_id,days_in_stage,medical_records_received,missing_documents,communication_count,workup_completed,case_outcome,settlement_amount,workup_completed_date,last_activity_date
CASE-002261,CL-02063,Premises Liability,NC,2024-06-06,2024-06-09,,In Negotiation,Demand Sent,CM-008,ATT-002,11,1,0,13,1,In Progress,,2024-08-06,2025-06-30
CASE-002262,CL-02063,Medical Malpractice,NC,2024-06-06,2024-06-11,,Active - Intake,Intake,CM-004,ATT-010,61,1,0,11,0,In Progress,,,2025-04-30
CASE-002263,CL-02064,Dog Bite,VA,2025-02-26,2025-02-26,2025-06-08,Dropped,Negotiation,CM-013,ATT-006,43,1,2,9,1,Dropped,,2025-05-15,2025-06-08
CASE-002264,CL-02065,Motor Vehicle Accident,FL,2024-01-26,2024-01-28,,Pending Records,Records Requested,CM-004,ATT-001,13,1,3,12,0,In Progress,,,2025-05-22
CASE-002265,CL-02066,Motor Vehicle Accident,GA,2025-06-13,2025-06-14,,In Negotiation,Negotiation,CM-013,ATT-012,25,1,1,7,1,In Progress,,,2025-04-15
CASE-002266,CL-02067,Slip and Fall,NC,2025-01-24,2025-01-27,,Active - Signed,Retainer Signed,CM-001,ATT-004,56,1,1,8,0,In Progress,,,2025-06-11
CASE-002267,CL-02068,Slip and Fall,NY,2025-06-12,2025-06-13,2025-06-30,Dropped,Resolved,CM-011,ATT-009,5,0,0,4,1,Dropped,,,2025-06-27
CASE-002268,CL-02069,Medical Malpractice,FL,2025-03-10,2025-03-10,2025-03-15,Dropped,Intake,CM-015,ATT-004,1,0,3,8,0,Dropped,,,2025-03-15
CASE-002269,CL-02070,Premises Liability,OH,2023-10-17,2023-10-18,,Pending Records,Records Requested,CM-010,ATT-008,28,1,1,5,0,In Progress,,,2025-06-19
CASE-002270,CL-02071,Mass Tort - Roundup,TN,2024-08-04,2024-08-05,,In Workup,Workup Complete,CM-016,ATT-004,19,1,2,12,1,In Progress,,2024-10-25,2025-06-20
CASE-002271,CL-02072,Wrongful Death,MI,2023-11-08,2023-11-12,,In Negotiation,Negotiation,CM-002,ATT-004,64,1,2,10,1,In Progress,,2024-01-30,2025-06-15
CASE-002272,CL-02073,Mass Tort - Talcum,CA,2025-02-21,2025-02-21,2025-06-30,Settled,Resolved,CM-001,ATT-006,7,1,1,7,1,Settled,90396.93,2025-04-26,2025-06-19
CASE-002273,CL-02074,Medical Malpractice,AZ,2024-09-08,2024-09-12,,Pending Records,Records Requested,CM-012,ATT-005,37,0,3,10,0,In Progress,,,2025-06-18
CASE-002274,CL-02075,Product Liability,PA,2024-02-02,2024-02-05,,In Workup,Records Received,CM-009,ATT-001,65,1,3,10,0,In Progress,,,2025-05-16
CASE-002275,CL-02076,Product Liability,CA,2025-05-19,2025-05-23,2025-06-30,Settled,Resolved,CM-008,ATT-003,37,1,2,12,1,Settled,69999.48,,2025-06-20
CASE-002276,CL-02077,Slip and Fall,GA,2023-09-26,2023-09-26,,Active - Signed,Retainer Signed,CM-012,ATT-001,43,1,5,7,0,In Progress,,,2025-06-28
CASE-002277,CL-02078,Motor Vehicle Accident,CA,2024-08-26,2024-08-31,2025-06-29,Closed-Lost,Resolved,CM-018,ATT-011,56,0,3,9,1,Dismissed,,2024-12-24,2025-05-31
CASE-002278,CL-02079,Motor Vehicle Accident,PA,2024-12-05,2024-12-08,2025-06-30,Settled,Resolved,CM-009,ATT-011,68,1,1,9,1,Settled,57818.76,2025-02-12,2025-06-17
CASE-002279,CL-02080,Mass Tort - Roundup,FL,2023-08-16,2023-08-18,,In Workup,Workup Complete,CM-006,ATT-009,18,1,0,9,1,In Progress,,2023-10-11,2025-06-25
CASE-002280,CL-02081,Slip and Fall,MS,2024-09-16,2024-09-19,,In Negotiation,Negotiation,CM-008,ATT-002,61,1,1,11,1,In Progress,,2024-11-26,2025-05-20
CASE-002281,CL-02082,Motor Vehicle Accident,TX,2025-02-19,2025-02-22,2025-06-24,Dropped,Resolved,CM-014,ATT-006,51,0,1,11,1,Dropped,,2025-05-26,2025-06-20
CASE-002282,CL-02083,Motor Vehicle Accident,FL,2023-08-22,2023-08-24,,In Workup,Workup Complete,CM-010,ATT-002,77,1,1,6,1,In Progress,,2023-10-26,2025-06-30
CASE-002283,CL-02084,Nursing Home Negligence,NY,2024-07-27,2024-07-28,,Active - Intake,Intake,CM-007,ATT-008,21,1,3,8,0,In Progress,,,2025-06-17
CASE-002284,CL-02085,Product Liability,FL,2024-01-28,2024-02-01,,In Workup,Workup Complete,CM-001,ATT-004,67,1,1,7,1,In Progress,,2024-04-05,2025-05-16
CASE-002285,CL-02085,Mass Tort - Talcum,FL,2024-01-28,2024-02-01,,Active - Signed,Retainer Signed,CM-002,ATT-002,31,0,3,10,0,In Progress,,,2025-06-01
CASE-002286,CL-02086,Motor Vehicle Accident,FL,2024-10-26,2024-10-29,,In Negotiation,Demand Sent,CM-002,ATT-009,66,1,2,10,1,In Progress,,2025-01-16,2025-06-14
CASE-002287,CL-02087,Mass Tort - Talcum,CA,2023-09-29,2023-09-29,,In Negotiation,Negotiation,CM-015,ATT-002,19,1,2,7,1,In Progress,,2023-12-14,2025-06-14
CASE-002288,CL-02088,Dog Bite,AL,2025-05-24,2025-05-27,2025-06-30,Settled,Resolved,CM-002,ATT-006,24,1,2,12,1,Settled,22331.93,,2025-06-24
CASE-002289,CL-02089,Nursing Home Negligence,CA,2025-04-24,2025-04-24,,In Workup,Records Received,CM-013,ATT-009,46,0,3,12,0,In Progress,,,2025-06-23
CASE-002290,CL-02090,Mass Tort - Talcum,GA,2023-11-21,2023-11-25,,Active - Intake,Intake,CM-014,ATT-003,47,1,2,7,0,In Progress,,,2025-06-23
CASE-002291,CL-02091,Medical Malpractice,VA,2024-04-03,2024-04-03,,In Workup,Workup Complete,CM-008,ATT-003,26,0,1,5,1,In Progress,,2024-06-29,2025-04-18
CASE-002292,CL-02092,Mass Tort - Camp Lejeune,NJ,2024-09-10,2024-09-14,,In Negotiation,Demand Sent,CM-011,ATT-009,60,0,1,10,1,In Progress,,2024-12-15,2025-06-29
CASE-002293,CL-02093,Motor Vehicle Accident,TX,2024-12-02,2024-12-05,2025-06-30,Settled,Resolved,CM-017,ATT-002,10,0,3,7,1,Settled,30272.39,2025-03-28,2025-04-30
CASE-002294,CL-02094,Premises Liability,GA,2024-06-22,2024-06-22,,In Negotiation,Demand Sent,CM-017,ATT-008,46,1,1,9,1,In Progress,,2024-08-27,2025-06-29
CASE-002295,CL-02095,Product Liability,TN,2023-10-28,2023-10-28,,Pending Records,Records Requested,CM-006,ATT-011,30,1,2,8,0,In Progress,,,2025-06-24
CASE-002296,CL-02096,Mass Tort - Talcum,OH,2023-09-18,2023-09-19,,In Negotiation,Negotiation,CM-018,ATT-008,-55,0,3,8,1,In Progress,,2024-01-11,2025-06-18
CASE-002297,CL-02097,Slip and Fall,FL,2025-06-30,2025-07-05,,In Negotiation,Negotiation,CM-016,ATT-002,9,1,0,6,1,In Progress,,,2025-06-16
CASE-002298,CL-02098,Motor Vehicle Accident,NY,2024-06-29,2024-07-04,2025-06-17,Settled,Resolved,CM-005,ATT-001,66,1,0,14,1,Settled,14147.6,2024-09-01,2025-03-29
CASE-002299,CL-02099,Slip and Fall,NY,2025-04-07,2025-04-07,,Active - Intake,Intake,CM-012,ATT-002,40,1,3,15,0,In Progress,,,2025-06-24
CASE-002300,CL-02100,Premises Liability,AZ,2024-07-12,2024-07-12,2025-06-30,Settled,Resolved,CM-016,ATT-003,48,0,0,11,1,Settled,75004.95,2024-10-01,2025-06-16
CASE-002301,CL-02101,Mass Tort - Talcum,LA,2025-05-14,2025-05-14,,In Negotiation,Negotiation,CM-005,ATT-004,42,0,0,8,1,In Progress,,,2025-06-27
CASE-002302,CL-02102,Premises Liability,LA,2023-09-06,2023-09-09,2024-05-19,Dropped,Records Requested,CM-001,ATT-006,17,1,1,11,0,Dropped,,,2024-05-19
CASE-002303,CL-02103,Mass Tort - Roundup,LA,2023-09-26,2023-09-28,,Active - Signed,Retainer Signed,CM-003,ATT-004,18,0,1,17,0,In Progress,,,2025-06-22
CASE-002304,CL-02104,Dog Bite,LA,2025-05-19,2025-05-24,,In Workup,Records Received,CM-012,ATT-009,22,1,0,7,0,In Progress,,,2025-06-18
CASE-002305,CL-02105,Motor Vehicle Accident,CA,2025-05-30,2025-06-03,2025-06-30,Settled,Resolved,CM-010,ATT-012,24,1,3,5,1,Settled,17140.02,,2025-06-06
CASE-002306,CL-02106,Slip and Fall,TX,2024-03-25,2024-03-26,,In Workup,Records Received,CM-015,ATT-012,39,0,0,10,0,In Progress,,,2025-05-20
CASE-002307,CL-02107,Slip and Fall,GA,2024-05-01,2024-05-01,2024-07-16,Dropped,Intake,CM-009,ATT-001,36,0,0,10,0,Dropped,,,2024-07-16
CASE-002308,CL-02107,Mass Tort - Talcum,GA,2024-05-01,2024-05-06,,Active - Signed,Retainer Signed,CM-003,ATT-003,31,0,2,14,0,In Progress,,,2025-04-22
CASE-002309,CL-02108,Motor Vehicle Accident,CA,2024-06-27,2024-07-01,,In Negotiation,Negotiation,CM-013,ATT-003,41,1,1,6,1,In Progress,,2024-09-02,2025-06-30
CASE-002310,CL-02109,Motor Vehicle Accident,PA,2024-06-07,2024-06-07,,In Negotiation,Demand Sent,CM-014,ATT-009,46,0,1,11,1,In Progress,,2024-09-08,2025-06-29
CASE-002311,CL-02110,Motor Vehicle Accident,CA,2023-11-24,2023-11-27,,In Workup,Workup Complete,CM-010,ATT-004,50,1,2,2,1,In Progress,,2024-02-06,2025-06-29
CASE-002312,CL-02111,Workers Compensation,IL,2025-04-27,2025-04-30,,In Workup,Records Received,CM-014,ATT-008,17,0,4,15,0,In Progress,,,2025-05-04
CASE-002313,CL-02112,Mass Tort - Roundup,NJ,2024-01-22,2024-01-22,,Pending Records,Records Requested,CM-005,ATT-011,61,0,2,11,0,In Progress,,,2025-06-03
CASE-002314,CL-02113,Workers Compensation,NY,2024-11-23,2024-11-23,,In Negotiation,Demand Sent,CM-003,ATT-012,30,0,0,6,1,In Progress,,2025-02-07,2025-06-11
CASE-002315,CL-02114,Medical Malpractice,CA,2023-08-22,2023-08-25,,Active - Intake,Intake,CM-009,ATT-005,51,1,1,8,0,In Progress,,,2025-06-25
CASE-002316,CL-02115,Mass Tort - Camp Lejeune,IL,2023-07-31,2023-08-04,,Pending Records,Records Requested,CM-001,ATT-002,38,0,1,8,0,In Progress,,,2025-04-27
CASE-002317,CL-02116,Premises Liability,IL,2024-10-20,2024-10-24,,Pending Records,Records Requested,CM-010,ATT-009,46,0,2,10,0,In Progress,,,2025-06-05
CASE-002318,CL-02117,Motor Vehicle Accident,NY,2024-04-17,2024-04-19,,In Workup,Workup Complete,CM-018,ATT-006,72,1,1,10,1,In Progress,,2024-06-25,2025-06-21
CASE-002319,CL-02118,Motor Vehicle Accident,TX,2024-10-21,2024-10-21,2025-06-24,Settled,Resolved,CM-008,ATT-005,32,0,0,6,1,Settled,16717.33,2025-01-05,2025-06-13
CASE-002320,CL-02119,Motor Vehicle Accident,OH,2023-09-11,2023-09-16,,In Workup,Workup Complete,CM-007,ATT-005,52,0,0,6,1,In Progress,,2023-12-01,2025-06-30
CASE-002321,CL-02120,Motor Vehicle Accident,LA,2025-06-01,2025-06-02,2025-06-23,Closed-Lost,Resolved,CM-015,ATT-007,49,1,1,9,1,Dismissed,,,2025-06-20
CASE-002322,CL-02121,Dog Bite,CA,2024-12-25,2024-12-29,,In Workup,Workup Complete,CM-003,ATT-011,58,1,1,15,1,In Progress,,2025-02-24,2025-06-13
CASE-002323,CL-02122,Workers Compensation,NJ,2025-04-10,2025-04-13,,In Workup,Workup Complete,CM-017,ATT-009,65,1,2,10,1,In Progress,,,2025-06-10
CASE-002324,CL-02123,Mass Tort - Talcum,NY,2023-10-12,2023-10-15,,In Workup,Workup Complete,CM-015,ATT-011,62,0,2,10,1,In Progress,,2024-01-27,2025-05-26
CASE-002325,CL-02124,Product Liability,TX,2024-03-31,2024-04-01,,Active - Signed,Retainer Signed,CM-012,ATT-003,48,0,0,11,0,In Progress,,,2025-05-28
CASE-002326,CL-02125,Premises Liability,MS,2024-05-10,2024-05-12,,Active - Intake,Intake,CM-012,ATT-007,19,0,3,12,0,In Progress,,,2025-06-16
CASE-002327,CL-02126,Motor Vehicle Accident,IL,2024-08-10,2024-08-11,,Active - Signed,Retainer Signed,CM-010,ATT-005,42,1,0,6,0,In Progress,,,2025-06-28
CASE-002328,CL-02127,Premises Liability,PA,2024-03-07,2024-03-07,2025-06-30,Settled,Resolved,CM-017,ATT-005,46,1,0,9,1,Settled,30529.46,2024-04-30,2025-06-02
CASE-002329,CL-02128,Workers Compensation,FL,2023-08-17,2023-08-21,,In Negotiation,Negotiation,CM-002,ATT-010,57,1,1,13,1,In Progress,,2023-10-30,2025-06-01
CASE-002330,CL-02129,Slip and Fall,OH,2024-05-10,2024-05-11,,Active - Signed,Retainer Signed,CM-017,ATT-001,26,0,3,8,0,In Progress,,,2025-06-30
CASE-002331,CL-02130,Workers Compensation,MI,2024-01-24,2024-01-27,2025-06-30,Settled,Resolved,CM-011,ATT-004,67,1,2,6,1,Settled,26050.08,2024-04-11,2025-06-14
CASE-002332,CL-02131,Workers Compensation,CA,2024-05-21,2024-05-26,2025-06-26,Settled,Resolved,CM-005,ATT-008,58,0,2,6,1,Settled,36503.2,2024-09-03,2025-06-26
CASE-002333,CL-02132,Premises Liability,TX,2023-11-30,2023-12-05,,In Workup,Workup Complete,CM-006,ATT-001,39,0,1,10,1,In Progress,,2024-03-06,2025-05-26
CASE-002334,CL-02133,Dog Bite,NY,2024-01-31,2024-02-05,2025-06-30,Settled,Resolved,CM-005,ATT-007,57,1,1,10,1,Settled,46624.06,2024-04-12,2025-06-12
CASE-002335,CL-02134,Medical Malpractice,GA,2024-10-03,2024-10-08,,In Workup,Workup Complete,CM-013,ATT-005,58,1,1,7,1,In Progress,,2024-12-11,2025-04-14
CASE-002336,CL-02135,Premises Liability,PA,2024-05-22,2024-05-23,,Pending Records,Records Requested,CM-009,ATT-002,36,0,1,10,0,In Progress,,,2025-06-22
CASE-002337,CL-02136,Mass Tort - Camp Lejeune,MS,2024-04-23,2024-04-24,,Active - Signed,Retainer Signed,CM-001,ATT-011,6,1,1,13,0,In Progress,,,2025-06-15
CASE-002338,CL-02136,Motor Vehicle Accident,MS,2024-04-23,2024-04-24,2025-01-08,Dropped,Workup Complete,CM-003,ATT-011,57,1,1,6,1,Dropped,,2024-06-26,2025-01-08
CASE-002339,CL-02137,Mass Tort - Roundup,MI,2024-08-08,2024-08-09,2025-06-30,Settled,Resolved,CM-002,ATT-012,78,1,1,6,1,Settled,73126.15,2024-10-11,2025-06-24
CASE-002340,CL-02138,Mass Tort - Roundup,MS,2025-01-13,2025-01-17,,In Negotiation,Negotiation,CM-002,ATT-010,39,1,1,7,1,In Progress,,2025-03-22,2025-06-22
CASE-002341,CL-02139,Motor Vehicle Accident,IL,2024-05-16,2024-05-21,,In Negotiation,Negotiation,CM-010,ATT-003,35,1,3,6,1,In Progress,,2024-08-16,2025-06-15
CASE-002342,CL-02140,Motor Vehicle Accident,FL,2024-09-10,2024-09-12,,In Workup,Records Received,CM-012,ATT-004,36,0,4,9,0,In Progress,,,2025-06-17
CASE-002343,CL-02141,Motor Vehicle Accident,CA,2025-06-11,2025-06-15,,In Negotiation,Demand Sent,CM-008,ATT-011,44,1,0,13,1,In Progress,,,2025-06-24
CASE-002344,CL-02142,Motor Vehicle Accident,NJ,2024-08-01,2024-08-01,,In Workup,Workup Complete,CM-011,ATT-002,30,0,1,11,1,In Progress,,2024-11-02,2025-06-21
CASE-002345,CL-02143,Motor Vehicle Accident,TX,2025-05-05,2025-05-09,2025-06-30,Settled,Resolved,CM-016,ATT-002,70,1,1,10,1,Settled,32414.16,,2025-06-19
CASE-002346,CL-02144,Premises Liability,NY,2025-01-31,2025-01-31,,In Workup,Records Received,CM-015,ATT-005,45,0,1,9,0,In Progress,,,2025-06-23
CASE-002347,CL-02145,Mass Tort - Talcum,TX,2023-08-16,2023-08-16,,Active - Intake,Intake,CM-008,ATT-005,30,0,0,5,0,In Progress,,,2025-06-25
CASE-002348,CL-02146,Mass Tort - Camp Lejeune,FL,2024-06-15,2024-06-16,,In Negotiation,Demand Sent,CM-011,ATT-006,68,1,0,9,1,In Progress,,2024-08-09,2025-06-09
CASE-002349,CL-02147,Slip and Fall,CA,2024-11-19,2024-11-20,,Active - Signed,Retainer Signed,CM-009,ATT-005,22,1,1,5,0,In Progress,,,2025-06-11
CASE-002350,CL-02148,Mass Tort - Roundup,CA,2025-06-23,2025-06-27,,Active - Intake,Intake,CM-005,ATT-007,4,1,2,6,0,In Progress,,,2025-06-28
CASE-002351,CL-02149,Mass Tort - Talcum,TN,2024-06-30,2024-07-04,,Pending Records,Records Requested,CM-007,ATT-002,35,1,1,6,0,In Progress,,,2025-06-02
CASE-002352,CL-02150,Medical Malpractice,GA,2023-09-10,2023-09-14,,In Negotiation,Demand Sent,CM-012,ATT-006,27,0,0,10,1,In Progress,,2023-12-03,2025-05-17
CASE-002353,CL-02151,Motor Vehicle Accident,VA,2024-08-25,2024-08-29,,In Negotiation,Negotiation,CM-001,ATT-007,46,0,2,7,1,In Progress,,2024-12-08,2025-06-01
CASE-002354,CL-02152,Mass Tort - Roundup,PA,2023-10-05,2023-10-09,2025-06-28,Settled,Resolved,CM-005,ATT-004,87,1,5,12,1,Settled,51257.71,2024-02-03,2025-06-03
CASE-002355,CL-02153,Mass Tort - Talcum,CA,2024-12-28,2024-12-28,,Pending Records,Records Requested,CM-005,ATT-007,36,0,1,8,0,In Progress,,,2025-06-20
CASE-002356,CL-02154,Medical Malpractice,TX,2024-07-25,2024-07-25,,Active - Intake,Intake,CM-012,ATT-004,30,0,0,8,0,In Progress,,,2025-06-05
CASE-002357,CL-02155,Workers Compensation,PA,2024-12-06,2024-12-06,,In Workup,Records Received,CM-018,ATT-006,37,1,4,14,0,In Progress,,,2025-06-22
CASE-002358,CL-02156,Motor Vehicle Accident,OH,2025-04-05,2025-04-07,,In Workup,Workup Complete,CM-013,ATT-008,67,1,0,9,1,In Progress,,,2025-06-25
CASE-002359,CL-02157,Workers Compensation,AZ,2024-10-05,2024-10-09,,In Workup,Workup Complete,CM-013,ATT-006,66,1,2,7,1,In Progress,,2024-12-24,2025-06-20
CASE-002360,CL-02158,Slip and Fall,LA,2024-09-25,2024-09-26,,Pending Records,Records Requested,CM-016,ATT-003,50,1,1,11,0,In Progress,,,2025-06-29
CASE-002361,CL-02159,Motor Vehicle Accident,TX,2024-12-30,2025-01-02,2025-06-30,Dropped,Resolved,CM-013,ATT-012,32,1,3,8,1,Dropped,,2025-04-01,2025-06-02
CASE-002362,CL-02159,Motor Vehicle Accident,TX,2024-12-30,2025-01-03,2025-06-14,Settled,Resolved,CM-004,ATT-007,27,0,1,7,1,Settled,19907.21,2025-04-02,2025-06-14
CASE-002363,CL-02160,Slip and Fall,CA,2025-03-14,2025-03-19,,In Negotiation,Negotiation,CM-018,ATT-005,36,1,4,10,1,In Progress,,,2025-06-25
CASE-002364,CL-02161,Slip and Fall,NY,2025-04-05,2025-04-05,2025-05-06,Dropped,Records Requested,CM-005,ATT-005,4,0,2,9,0,Dropped,,,2025-05-06
CASE-002365,CL-02161,Wrongful Death,NY,2025-04-05,2025-04-05,2025-06-28,Closed-Lost,Resolved,CM-012,ATT-007,41,1,1,12,1,Dismissed,,2025-06-13,2025-06-28
CASE-002366,CL-02162,Motor Vehicle Accident,NC,2023-07-30,2023-08-02,,In Workup,Records Received,CM-004,ATT-003,58,1,2,11,0,In Progress,,,2025-06-25
CASE-002367,CL-02163,Mass Tort - Roundup,GA,2024-08-22,2024-08-25,,In Workup,Records Received,CM-014,ATT-012,15,0,3,6,0,In Progress,,,2025-05-18
CASE-002368,CL-02164,Workers Compensation,NJ,2023-12-18,2023-12-19,,In Negotiation,Demand Sent,CM-003,ATT-010,62,1,1,11,1,In Progress,,2024-02-25,2025-06-23
CASE-002369,CL-02165,Workers Compensation,AZ,2025-03-29,2025-04-01,,Pending Records,Records Requested,CM-007,ATT-001,56,1,1,9,0,In Progress,,,2025-06-27
CASE-002370,CL-02166,Motor Vehicle Accident,GA,2024-10-17,2024-10-21,,In Negotiation,Demand Sent,CM-012,ATT-008,72,1,1,11,1,In Progress,,2024-12-28,2025-06-26
CASE-002371,CL-02166,Motor Vehicle Accident,GA,2024-10-17,2024-10-20,2025-06-30,Settled,Resolved,CM-008,ATT-006,59,1,0,9,1,Settled,29793.62,2024-12-13,2025-06-28
CASE-002372,CL-02167,Mass Tort - Camp Lejeune,NC,2024-06-10,2024-06-10,,Active - Signed,Retainer Signed,CM-005,ATT-006,71,1,3,5,0,In Progress,,,2025-06-27
CASE-002373,CL-02168,Mass Tort - Roundup,MI,2023-11-23,2023-11-28,,In Negotiation,Demand Sent,CM-007,ATT-004,45,1,1,13,1,In Progress,,2024-02-06,2025-06-11
CASE-002374,CL-02169,Medical Malpractice,NY,2024-04-17,2024-04-18,,In Workup,Records Received,CM-004,ATT-011,35,1,2,10,0,In Progress,,,2025-06-28
CASE-002375,CL-02170,Motor Vehicle Accident,CA,2024-11-22,2024-11-25,,In Workup,Workup Complete,CM-015,ATT-003,54,1,1,12,1,In Progress,,2025-02-02,2025-06-19
CASE-002376,CL-02171,Medical Malpractice,IL,2023-12-07,2023-12-08,,In Workup,Records Received,CM-012,ATT-008,25,0,2,5,0,In Progress,,,2025-05-30
CASE-002377,CL-02172,Dog Bite,CA,2023-09-10,2023-09-10,,Active - Intake,Intake,CM-011,ATT-005,8,0,0,7,0,In Progress,,,2025-05-12
CASE-002378,CL-02173,Mass Tort - Roundup,FL,2025-04-19,2025-04-19,2025-06-30,Dropped,Resolved,CM-010,ATT-008,27,1,2,9,1,Dropped,,,2025-06-05
CASE-002379,CL-02174,Medical Malpractice,MS,2025-01-07,2025-01-08,,In Negotiation,Demand Sent,CM-010,ATT-007,39,1,2,9,1,In Progress,,2025-03-27,2025-06-20
CASE-002380,CL-02175,Motor Vehicle Accident,NY,2023-12-03,2023-12-04,,In Negotiation,Negotiation,CM-005,ATT-011,56,1,4,11,1,In Progress,,2024-03-17,2025-03-31
CASE-002381,CL-02176,Mass Tort - Roundup,CA,2024-03-03,2024-03-08,2025-06-30,Dropped,Resolved,CM-014,ATT-002,63,0,2,7,1,Dropped,,2024-06-17,2025-06-22
CASE-002382,CL-02177,Medical Malpractice,PA,2025-06-14,2025-06-18,,In Negotiation,Demand Sent,CM-010,ATT-010,36,1,1,9,1,In Progress,,,2025-06-27
CASE-002383,CL-02178,Dog Bite,PA,2024-11-25,2024-11-25,,In Negotiation,Demand Sent,CM-010,ATT-006,42,1,3,4,1,In Progress,,2025-02-18,2025-06-12
CASE-002384,CL-02179,Motor Vehicle Accident,NY,2024-09-23,2024-09-25,,In Negotiation,Negotiation,CM-001,ATT-005,49,1,6,13,1,In Progress,,2025-02-02,2025-06-11
CASE-002385,CL-02180,Mass Tort - Camp Lejeune,AL,2024-03-18,2024-03-22,,Active - Signed,Retainer Signed,CM-013,ATT-003,37,0,2,7,0,In Progress,,,2025-06-02
CASE-002386,CL-02181,Motor Vehicle Accident,IL,2024-03-10,2024-03-13,,In Workup,Workup Complete,CM-014,ATT-004,48,1,1,6,1,In Progress,,2024-05-15,2025-06-30
CASE-002387,CL-02182,Nursing Home Negligence,TX,2023-08-01,2023-08-04,2025-06-29,Closed-Lost,Resolved,CM-013,ATT-007,74,1,1,8,1,Dismissed,,2023-10-08,2025-06-15
CASE-002388,CL-02183,Workers Compensation,NY,2024-12-10,2024-12-13,,Active - Intake,Intake,CM-014,ATT-003,7,1,1,10,0,In Progress,,,2025-06-03
CASE-002389,CL-02184,Motor Vehicle Accident,AZ,2023-08-04,2023-08-04,,Active - Signed,Retainer Signed,CM-008,ATT-001,41,1,4,8,0,In Progress,,,2025-06-19
CASE-002390,CL-02185,Nursing Home Negligence,MI,2023-07-05,2023-07-06,,Active - Signed,Retainer Signed,CM-015,ATT-003,68,1,2,6,0,In Progress,,,2025-03-11
CASE-002391,CL-02186,Motor Vehicle Accident,TN,2024-12-11,2024-12-14,,In Workup,Workup Complete,CM-008,ATT-012,54,0,1,10,1,In Progress,,2025-03-16,2025-06-30
CASE-002392,CL-02187,Medical Malpractice,OH,2025-05-31,2025-06-05,,In Negotiation,Demand Sent,CM-016,ATT-002,67,1,0,12,1,In Progress,,,2025-06-29
CASE-002393,CL-02188,Mass Tort - Camp Lejeune,GA,2025-01-01,2025-01-05,,In Negotiation,Demand Sent,CM-012,ATT-011,33,1,1,11,1,In Progress,,2025-03-14,2025-06-09
CASE-002394,CL-02189,Product Liability,TX,2024-07-07,2024-07-08,,Active - Signed,Retainer Signed,CM-001,ATT-010,58,0,2,8,0,In Progress,,,2025-06-30
CASE-002395,CL-02190,Medical Malpractice,NJ,2024-07-14,2024-07-16,,Pending Records,Records Requested,CM-006,ATT-004,59,0,1,11,0,In Progress,,,2025-03-31
CASE-002396,CL-02191,Mass Tort - Talcum,FL,2024-06-18,2024-06-22,,In Workup,Records Received,CM-008,ATT-008,57,1,2,9,0,In Progress,,,2025-06-13
CASE-002397,CL-02191,Nursing Home Negligence,FL,2024-06-18,2024-06-23,2025-06-30,Settled,Resolved,CM-005,ATT-009,19,1,0,12,1,Settled,314877.48,2024-08-19,2025-05-21
CASE-002398,CL-02192,Motor Vehicle Accident,IL,2024-04-04,2024-04-05,,In Negotiation,Negotiation,CM-016,ATT-007,78,1,3,8,1,In Progress,,2024-07-03,2025-06-10
CASE-002399,CL-02193,Motor Vehicle Accident,TX,2024-08-01,2024-08-02,2025-01-05,Dropped,Records Received,CM-006,ATT-005,63,0,3,11,0,Dropped,,,2025-01-05
CASE-002400,CL-02194,Dog Bite,TX,2024-06-16,2024-06-20,,Pending Records,Records Requested,CM-014,ATT-001,69,0,0,7,0,In Progress,,,2025-05-19
CASE-002401,CL-02195,Slip and Fall,FL,2024-09-16,2024-09-20,,In Workup,Records Received,CM-001,ATT-004,63,1,3,8,0,In Progress,,,2025-06-29
CASE-002402,CL-02196,Mass Tort - Roundup,VA,2025-04-27,2025-04-29,,In Negotiation,Demand Sent,CM-013,ATT-011,22,1,2,8,1,In Progress,,,2025-06-26
CASE-002403,CL-02197,Premises Liability,MI,2025-06-28,2025-06-28,,In Negotiation,Negotiation,CM-018,ATT-005,33,0,2,10,1,In Progress,,,2025-06-16
CASE-002404,CL-02198,Dog Bite,CA,2023-08-30,2023-09-01,,In Negotiation,Negotiation,CM-010,ATT-009,71,1,2,11,1,In Progress,,2023-11-20,2025-06-24
CASE-002405,CL-02199,Motor Vehicle Accident,FL,2024-05-20,2024-05-21,,In Negotiation,Negotiation,CM-007,ATT-011,68,1,1,2,1,In Progress,,2024-07-19,2025-06-28
CASE-002406,CL-02200,Product Liability,FL,2023-11-17,2023-11-20,2024-03-28,Dropped,Retainer Signed,CM-002,ATT-001,59,0,3,10,0,Dropped,,,2024-03-28
CASE-002407,CL-02201,Slip and Fall,OH,2024-04-29,2024-04-29,,Active - Intake,Intake,CM-007,ATT-010,17,1,2,12,0,In Progress,,,2025-06-13
CASE-002408,CL-02201,Motor Vehicle Accident,OH,2024-04-29,2024-05-04,,In Workup,Workup Complete,CM-001,ATT-004,44,1,2,9,1,In Progress,,2024-07-21,2025-06-09
CASE-002409,CL-02202,Mass Tort - Talcum,IL,2024-02-27,2024-02-27,,Pending Records,Records Requested,CM-008,ATT-006,18,1,0,11,0,In Progress,,,2025-06-28
