activity_id,case_id,case_manager_id,activity_type,activity_date,duration_minutes
ACT-0015617,CASE-002452,CM-003,Internal Note,2025-02-10,23
ACT-0015618,CASE-002453,CM-009,Medical Record Review,2024-08-02,26
ACT-0015619,CASE-002453,CM-009,SMS,2024-08-07,10
ACT-0015620,CASE-002453,CM-009,Phone Call,2024-08-10,24
ACT-0015621,CASE-002453,CM-009,Negotiation Call,2024-08-03,10
ACT-0015622,CASE-002453,CM-009,Status Update,2024-08-02,7
ACT-0015623,CASE-002453,CM-009,SMS,2024-08-04,12
ACT-0015624,CASE-002453,CM-009,Negotiation Call,2024-07-24,31
ACT-0015625,CASE-002453,CM-009,Demand Drafting,2024-08-15,6
ACT-0015626,CASE-002453,CM-009,Email,2024-07-20,28
ACT-0015627,CASE-002454,CM-016,SMS,2024-08-16,24
ACT-0015628,CASE-002454,CM-016,Document Request,2024-09-01,21
ACT-0015629,CASE-002454,CM-016,Document Request,2024-08-02,13
ACT-0015630,CASE-002454,CM-016,SMS,2024-08-25,27
ACT-0015631,CASE-002454,CM-016,Document Request,2024-08-24,30
ACT-0015632,CASE-002454,CM-016,Phone Call,2024-09-07,34
ACT-0015633,CASE-002455,CM-015,Client Meeting,2024-10-16,15
ACT-0015634,CASE-002455,CM-015,Medical Record Review,2024-07-23,8
ACT-0015635,CASE-002455,CM-015,Internal Note,2025-02-04,25
ACT-0015636,CASE-002455,CM-015,Negotiation Call,2025-03-12,12
ACT-0015637,CASE-002455,CM-015,SMS,2024-12-14,32
ACT-0015638,CASE-002455,CM-015,Client Meeting,2024-11-27,2
ACT-0015639,CASE-002456,CM-012,Status Update,2025-06-30,17
ACT-0015640,CASE-002456,CM-012,Email,2025-06-26,28
ACT-0015641,CASE-002456,CM-012,Email,2025-06-30,31
ACT-0015642,CASE-002456,CM-012,Status Update,2025-06-30,13
ACT-0015643,CASE-002456,CM-012,Internal Note,2025-06-30,41
ACT-0015644,CASE-002456,CM-012,Email,2025-06-28,10
ACT-0015645,CASE-002456,CM-012,Phone Call,2025-06-26,15
ACT-0015646,CASE-002456,CM-012,Medical Record Review,2025-06-26,12
ACT-0015647,CASE-002457,CM-008,Status Update,2024-05-17,43
ACT-0015648,CASE-002457,CM-008,Email,2024-01-27,21
ACT-0015649,CASE-002457,CM-008,Phone Call,2024-01-30,17
ACT-0015650,CASE-002457,CM-008,Medical Record Review,2023-10-28,16
ACT-0015651,CASE-002457,CM-008,Medical Record Review,2024-04-24,16
ACT-0015652,CASE-002457,CM-008,Email,2024-05-26,14
ACT-0015653,CASE-002458,CM-017,Demand Drafting,2025-04-27,19
ACT-0015654,CASE-002458,CM-017,Phone Call,2025-04-26,15
ACT-0015655,CASE-002458,CM-017,Demand Drafting,2025-05-30,11
ACT-0015656,CASE-002458,CM-017,Internal Note,2025-03-18,17
ACT-0015657,CASE-002458,CM-017,SMS,2025-03-22,23
ACT-0015658,CASE-002458,CM-017,Email,2025-03-10,14
ACT-0015659,CASE-002458,CM-017,Client Meeting,2025-05-20,38
ACT-0015660,CASE-002458,CM-017,Status Update,2025-06-13,23
ACT-0015661,CASE-002459,CM-010,Internal Note,2024-05-27,18
ACT-0015662,CASE-002459,CM-010,Demand Drafting,2025-04-11,4
ACT-0015663,CASE-002459,CM-010,Client Meeting,2024-11-22,14
ACT-0015664,CASE-002459,CM-010,SMS,2024-12-04,33
ACT-0015665,CASE-002459,CM-010,Internal Note,2024-05-06,14
ACT-0015666,CASE-002459,CM-010,Email,2024-01-25,20
ACT-0015667,CASE-002459,CM-010,Demand Drafting,2024-03-17,17
ACT-0015668,CASE-002460,CM-014,Client Meeting,2024-12-09,11
ACT-0015669,CASE-002460,CM-014,Document Request,2024-11-25,19
ACT-0015670,CASE-002460,CM-014,Client Meeting,2024-10-11,32
ACT-0015671,CASE-002460,CM-014,Document Request,2024-10-10,16
ACT-0015672,CASE-002460,CM-014,Demand Drafting,2024-12-05,22
ACT-0015673,CASE-002460,CM-014,Email,2024-07-15,42
ACT-0015674,CASE-002460,CM-014,Document Request,2024-11-23,27
ACT-0015675,CASE-002460,CM-014,Internal Note,2024-10-09,21
ACT-0015676,CASE-002460,CM-014,Negotiation Call,2024-07-31,14
ACT-0015677,CASE-002460,CM-014,Phone Call,2024-12-01,17
ACT-0015678,CASE-002460,CM-014,Document Request,2024-08-30,30
ACT-0015679,CASE-002460,CM-014,Internal Note,2024-09-30,31
ACT-0015680,CASE-002460,CM-014,SMS,2024-08-04,20
ACT-0015681,CASE-002460,CM-014,Negotiation Call,2025-01-03,16
ACT-0015682,CASE-002460,CM-014,Phone Call,2024-10-10,21
ACT-0015683,CASE-002461,CM-001,SMS,2025-06-25,20
ACT-0015684,CASE-002461,CM-001,SMS,2025-05-24,30
ACT-0015685,CASE-002461,CM-001,Internal Note,2025-05-16,29
ACT-0015686,CASE-002461,CM-001,Email,2025-06-06,38
ACT-0015687,CASE-002461,CM-001,Negotiation Call,2025-05-09,11
ACT-0015688,CASE-002462,CM-016,Negotiation Call,2024-11-16,16
ACT-0015689,CASE-002462,CM-016,Internal Note,2024-11-14,21
ACT-0015690,CASE-002462,CM-016,Medical Record Review,2024-11-20,21
ACT-0015691,CASE-002462,CM-016,SMS,2024-10-30,12
ACT-0015692,CASE-002462,CM-016,Status Update,2024-11-24,1
ACT-0015693,CASE-002463,CM-014,Client Meeting,2024-11-27,22
ACT-0015694,CASE-002463,CM-014,Internal Note,2024-12-27,4
ACT-0015695,CASE-002463,CM-014,Phone Call,2024-11-26,29
ACT-0015696,CASE-002463,CM-014,Email,2025-01-04,27
ACT-0015697,CASE-002463,CM-014,Demand Drafting,2024-12-02,14
ACT-0015698,CASE-002464,CM-014,Medical Record Review,2024-07-21,14
ACT-0015699,CASE-002464,CM-014,SMS,2024-09-13,26
ACT-0015700,CASE-002464,CM-014,Document Request,2024-03-14,8
ACT-0015701,CASE-002464,CM-014,Phone Call,2024-10-03,31
ACT-0015702,CASE-002464,CM-014,Internal Note,2024-11-01,21
ACT-0015703,CASE-002464,CM-014,Document Request,2024-07-23,19
ACT-0015704,CASE-002464,CM-014,Document Request,2024-02-26,9
ACT-0015705,CASE-002464,CM-014,Negotiation Call,2024-07-23,9
ACT-0015706,CASE-002464,CM-014,Document Request,2024-05-06,35
ACT-0015707,CASE-002464,CM-014,Status Update,2024-02-28,33
ACT-0015708,CASE-002464,CM-014,Negotiation Call,2025-01-14,16
ACT-0015709,CASE-002464,CM-014,SMS,2024-11-08,40
ACT-0015710,CASE-002465,CM-013,Email,2024-03-09,18
ACT-0015711,CASE-002465,CM-013,Demand Drafting,2024-05-14,14
ACT-0015712,CASE-002465,CM-013,Status Update,2024-04-10,32
ACT-0015713,CASE-002465,CM-013,Internal Note,2024-05-30,24
ACT-0015714,CASE-002466,CM-005,Email,2024-08-19,32
ACT-0015715,CASE-002466,CM-005,Status Update,2024-08-24,1
ACT-0015716,CASE-002466,CM-005,Phone Call,2024-08-04,25
ACT-0015717,CASE-002467,CM-009,Email,2024-10-11,1
ACT-0015718,CASE-002467,CM-009,Internal Note,2024-10-06,3
ACT-0015719,CASE-002467,CM-009,Internal Note,2024-12-23,1
ACT-0015720,CASE-002467,CM-009,Internal Note,2024-08-20,8
ACT-0015721,CASE-002467,CM-009,Email,2024-12-22,15
ACT-0015722,CASE-002468,CM-006,Phone Call,2024-08-10,17
ACT-0015723,CASE-002468,CM-006,Client Meeting,2025-01-08,30
ACT-0015724,CASE-002468,CM-006,Medical Record Review,2024-10-09,11
ACT-0015725,CASE-002468,CM-006,SMS,2024-12-26,19
ACT-0015726,CASE-002468,CM-006,Phone Call,2024-10-09,10
ACT-0015727,CASE-002469,CM-015,Demand Drafting,2024-07-12,40
ACT-0015728,CASE-002469,CM-015,Medical Record Review,2024-08-02,17
ACT-0015729,CASE-002469,CM-015,Internal Note,2024-07-14,9
ACT-0015730,CASE-002469,CM-015,Medical Record Review,2024-08-03,21
ACT-0015731,CASE-002470,CM-007,Email,2024-05-02,11
ACT-0015732,CASE-002470,CM-007,Client Meeting,2024-04-27,9
ACT-0015733,CASE-002470,CM-007,Medical Record Review,2024-05-09,9
ACT-0015734,CASE-002470,CM-007,Internal Note,2024-06-05,11
ACT-0015735,CASE-002470,CM-007,Medical Record Review,2024-05-25,31
ACT-0015736,CASE-002470,CM-007,Internal Note,2024-07-21,7
ACT-0015737,CASE-002470,CM-007,Demand Drafting,2024-06-04,14
ACT-0015738,CASE-002470,CM-007,Client Meeting,2024-07-05,3
ACT-0015739,CASE-002470,CM-007,Email,2024-05-12,34
ACT-0015740,CASE-002471,CM-002,Phone Call,2024-09-20,11
ACT-0015741,CASE-002471,CM-002,Negotiation Call,2024-12-15,19
ACT-0015742,CASE-002471,CM-002,Email,2024-10-26,11
ACT-0015743,CASE-002471,CM-002,Client Meeting,2024-05-20,16
ACT-0015744,CASE-002472,CM-014,Phone Call,2025-01-03,34
ACT-0015745,CASE-002472,CM-014,SMS,2024-10-26,9
ACT-0015746,CASE-002472,CM-014,Document Request,2025-01-09,34
ACT-0015747,CASE-002473,CM-009,Medical Record Review,2024-11-05,10
ACT-0015748,CASE-002473,CM-009,Demand Drafting,2025-03-16,19
ACT-0015749,CASE-002473,CM-009,Medical Record Review,2024-06-11,11
ACT-0015750,CASE-002473,CM-009,Medical Record Review,2024-05-28,6
ACT-0015751,CASE-002474,CM-011,Negotiation Call,2024-03-04,2
ACT-0015752,CASE-002474,CM-011,SMS,2024-10-31,26
ACT-0015753,CASE-002474,CM-011,Client Meeting,2024-09-16,22
ACT-0015754,CASE-002474,CM-011,Email,2025-01-08,19
ACT-0015755,CASE-002474,CM-011,Negotiation Call,2024-12-04,3
ACT-0015756,CASE-002474,CM-011,Internal Note,2023-11-10,14
ACT-0015757,CASE-002474,CM-011,Status Update,2023-12-25,13
ACT-0015758,CASE-002475,CM-014,Email,2025-05-16,25
ACT-0015759,CASE-002475,CM-014,Internal Note,2025-06-02,52
ACT-0015760,CASE-002475,CM-014,Document Request,2025-04-26,30
ACT-0015761,CASE-002475,CM-014,Status Update,2025-06-10,8
ACT-0015762,CASE-002475,CM-014,Demand Drafting,2025-04-21,9
ACT-0015763,CASE-002475,CM-014,Internal Note,2025-04-19,35
ACT-0015764,CASE-002476,CM-001,Demand Drafting,2025-01-23,18
ACT-0015765,CASE-002476,CM-001,SMS,2024-12-19,35
ACT-0015766,CASE-002477,CM-004,SMS,2025-01-03,15
ACT-0015767,CASE-002477,CM-004,Document Request,2024-10-01,21
ACT-0015768,CASE-002477,CM-004,Phone Call,2025-02-05,27
ACT-0015769,CASE-002477,CM-004,Demand Drafting,2024-10-13,5
ACT-0015770,CASE-002477,CM-004,Phone Call,2025-01-31,31
ACT-0015771,CASE-002477,CM-004,Demand Drafting,2025-03-10,26
ACT-0015772,CASE-002478,CM-009,Medical Record Review,2023-11-04,35
ACT-0015773,CASE-002478,CM-009,Email,2023-10-23,26
ACT-0015774,CASE-002478,CM-009,Email,2023-11-16,4
ACT-0015775,CASE-002478,CM-009,Phone Call,2023-10-23,31
ACT-0015776,CASE-002478,CM-009,Internal Note,2023-12-11,29
ACT-0015777,CASE-002478,CM-009,Status Update,2023-11-09,22
ACT-0015778,CASE-002478,CM-009,Demand Drafting,2023-10-29,14
ACT-0015779,CASE-002479,CM-008,Phone Call,2025-04-03,32
ACT-0015780,CASE-002479,CM-008,Email,2025-01-27,14
ACT-0015781,CASE-002479,CM-008,SMS,2025-03-11,23
ACT-0015782,CASE-002479,CM-008,Document Request,2024-12-09,1
ACT-0015783,CASE-002479,CM-008,Negotiation Call,2025-03-08,12
ACT-0015784,CASE-002479,CM-008,Document Request,2025-01-16,26
ACT-0015785,CASE-002479,CM-008,Demand Drafting,2025-01-07,15
ACT-0015786,CASE-002480,CM-010,Email,2025-06-02,29
ACT-0015787,CASE-002480,CM-010,Status Update,2025-05-04,31
ACT-0015788,CASE-002480,CM-010,Demand Drafting,2025-05-10,18
ACT-0015789,CASE-002480,CM-010,SMS,2025-06-01,30
ACT-0015790,CASE-002481,CM-017,Email,2024-05-10,1
ACT-0015791,CASE-002481,CM-017,Internal Note,2024-07-19,28
ACT-0015792,CASE-002481,CM-017,Phone Call,2024-09-28,20
ACT-0015793,CASE-002481,CM-017,Demand Drafting,2024-12-27,15
ACT-0015794,CASE-002481,CM-017,Client Meeting,2024-10-12,24
ACT-0015795,CASE-002482,CM-009,Negotiation Call,2024-02-10,6
ACT-0015796,CASE-002482,CM-009,Phone Call,2024-03-16,17
ACT-0015797,CASE-002482,CM-009,Medical Record Review,2023-12-12,36
ACT-0015798,CASE-002482,CM-009,Document Request,2023-11-08,14
ACT-0015799,CASE-002482,CM-009,Phone Call,2024-02-24,26
ACT-0015800,CASE-002483,CM-008,Client Meeting,2024-02-02,1
ACT-0015801,CASE-002483,CM-008,Email,2024-05-22,23
ACT-0015802,CASE-002483,CM-008,Client Meeting,2024-04-04,40
ACT-0015803,CASE-002484,CM-013,Phone Call,2023-08-28,32
ACT-0015804,CASE-002484,CM-013,Document Request,2024-08-23,18
ACT-0015805,CASE-002484,CM-013,Negotiation Call,2024-03-01,6
ACT-0015806,CASE-002484,CM-013,Internal Note,2023-12-04,4
ACT-0015807,CASE-002485,CM-014,Negotiation Call,2024-07-13,16
ACT-0015808,CASE-002485,CM-014,Phone Call,2024-03-21,1
ACT-0015809,CASE-002485,CM-014,Phone Call,2023-10-22,17
ACT-0015810,CASE-002486,CM-003,Status Update,2025-02-11,24
ACT-0015811,CASE-002486,CM-003,Document Request,2025-03-04,10
ACT-0015812,CASE-002486,CM-003,Client Meeting,2025-02-24,6
ACT-0015813,CASE-002486,CM-003,Client Meeting,2025-02-08,13
ACT-0015814,CASE-002486,CM-003,Client Meeting,2025-03-18,23
ACT-0015815,CASE-002486,CM-003,Client Meeting,2025-04-11,8
ACT-0015816,CASE-002486,CM-003,Negotiation Call,2025-04-07,8
ACT-0015817,CASE-002486,CM-003,Email,2025-03-07,23
ACT-0015818,CASE-002487,CM-001,Phone Call,2025-06-26,3
ACT-0015819,CASE-002487,CM-001,Medical Record Review,2025-06-26,5
ACT-0015820,CASE-002487,CM-001,Document Request,2025-06-25,38
ACT-0015821,CASE-002487,CM-001,Medical Record Review,2025-06-25,12
ACT-0015822,CASE-002488,CM-007,Negotiation Call,2024-07-05,38
ACT-0015823,CASE-002488,CM-007,Negotiation Call,2023-10-08,32
ACT-0015824,CASE-002488,CM-007,Medical Record Review,2023-11-27,14
ACT-0015825,CASE-002488,CM-007,Client Meeting,2024-04-29,11
ACT-0015826,CASE-002488,CM-007,Demand Drafting,2024-02-05,13
ACT-0015827,CASE-002488,CM-007,Email,2024-08-03,20
ACT-0015828,CASE-002489,CM-013,SMS,2025-03-26,14
ACT-0015829,CASE-002489,CM-013,Document Request,2025-02-17,17
ACT-0015830,CASE-002489,CM-013,Negotiation Call,2025-02-11,24
ACT-0015831,CASE-002489,CM-013,Email,2025-02-12,15
ACT-0015832,CASE-002490,CM-016,SMS,2024-09-20,23
ACT-0015833,CASE-002490,CM-016,Document Request,2024-08-23,26
ACT-0015834,CASE-002490,CM-016,SMS,2024-07-12,4
ACT-0015835,CASE-002490,CM-016,Client Meeting,2024-06-26,29
ACT-0015836,CASE-002490,CM-016,Negotiation Call,2024-09-17,9
ACT-0015837,CASE-002491,CM-004,SMS,2024-10-27,15
ACT-0015838,CASE-002491,CM-004,Status Update,2024-09-24,3
ACT-0015839,CASE-002491,CM-004,Demand Drafting,2024-10-16,18
ACT-0015840,CASE-002491,CM-004,Status Update,2024-10-09,24
ACT-0015841,CASE-002491,CM-004,Client Meeting,2024-11-02,20
ACT-0015842,CASE-002491,CM-004,Email,2024-12-12,25
ACT-0015843,CASE-002491,CM-004,Email,2025-01-16,27
ACT-0015844,CASE-002492,CM-007,Status Update,2024-10-02,21
ACT-0015845,CASE-002492,CM-007,Phone Call,2025-02-01,24
ACT-0015846,CASE-002492,CM-007,Medical Record Review,2025-02-02,23
ACT-0015847,CASE-002492,CM-007,Email,2025-01-02,8
ACT-0015848,CASE-002492,CM-007,Email,2025-01-07,8
ACT-0015849,CASE-002492,CM-007,Phone Call,2024-09-17,24
ACT-0015850,CASE-002492,CM-007,Phone Call,2024-09-21,7
ACT-0015851,CASE-002492,CM-007,Phone Call,2024-09-25,8
ACT-0015852,CASE-002492,CM-007,Status Update,2024-11-14,40
ACT-0015853,CASE-002493,CM-014,Document Request,2025-04-07,25
ACT-0015854,CASE-002493,CM-014,Negotiation Call,2025-01-11,16
ACT-0015855,CASE-002493,CM-014,Email,2025-03-01,12
ACT-0015856,CASE-002494,CM-002,SMS,2025-01-02,15
ACT-0015857,CASE-002494,CM-002,Demand Drafting,2024-07-17,29
ACT-0015858,CASE-002494,CM-002,Document Request,2024-12-25,22
ACT-0015859,CASE-002494,CM-002,Phone Call,2024-10-05,20
ACT-0015860,CASE-002494,CM-002,Client Meeting,2024-12-16,25
ACT-0015861,CASE-002494,CM-002,Status Update,2025-02-21,13
ACT-0015862,CASE-002495,CM-006,Negotiation Call,2023-12-24,9
ACT-0015863,CASE-002495,CM-006,Medical Record Review,2024-02-20,25
ACT-0015864,CASE-002495,CM-006,Internal Note,2023-11-03,19
ACT-0015865,CASE-002495,CM-006,Internal Note,2023-11-15,20
ACT-0015866,CASE-002495,CM-006,Demand Drafting,2023-11-06,15
ACT-0015867,CASE-002495,CM-006,Internal Note,2023-07-20,5
ACT-0015868,CASE-002495,CM-006,Email,2023-08-12,12
ACT-0015869,CASE-002495,CM-006,Internal Note,2023-08-12,19
ACT-0015870,CASE-002495,CM-006,SMS,2023-08-24,12
ACT-0015871,CASE-002495,CM-006,Phone Call,2024-02-28,2
ACT-0015872,CASE-002496,CM-017,Negotiation Call,2024-11-23,21
ACT-0015873,CASE-002496,CM-017,Medical Record Review,2024-11-22,44
ACT-0015874,CASE-002496,CM-017,Negotiation Call,2024-10-21,22
ACT-0015875,CASE-002496,CM-017,Client Meeting,2024-11-17,13
ACT-0015876,CASE-002496,CM-017,SMS,2024-11-12,17
ACT-0015877,CASE-002496,CM-017,Internal Note,2024-09-22,5
ACT-0015878,CASE-002496,CM-017,SMS,2024-10-30,4
ACT-0015879,CASE-002497,CM-008,Phone Call,2025-06-30,23
ACT-0015880,CASE-002497,CM-008,Internal Note,2025-06-30,22
ACT-0015881,CASE-002497,CM-008,Document Request,2025-06-30,39
ACT-0015882,CASE-002498,CM-004,SMS,2024-06-22,15
ACT-0015883,CASE-002498,CM-004,Internal Note,2024-05-07,9
ACT-0015884,CASE-002498,CM-004,SMS,2024-05-02,1
ACT-0015885,CASE-002498,CM-004,Email,2024-04-03,27
ACT-0015886,CASE-002499,CM-004,Negotiation Call,2024-03-31,24
ACT-0015887,CASE-002500,CM-016,Negotiation Call,2024-01-11,25
ACT-0015888,CASE-002500,CM-016,Client Meeting,2024-08-10,14
ACT-0015889,CASE-002500,CM-016,Medical Record Review,2024-05-25,29
ACT-0015890,CASE-002500,CM-016,Medical Record Review,2023-10-28,22
ACT-0015891,CASE-002500,CM-016,Client Meeting,2024-10-14,22
ACT-0015892,CASE-002500,CM-016,Phone Call,2024-02-22,17
ACT-0015893,CASE-002500,CM-016,Email,2024-05-15,24
ACT-0015894,CASE-002500,CM-016,Negotiation Call,2023-12-07,28
ACT-0015895,CASE-002500,CM-016,Phone Call,2024-09-13,25
ACT-0015896,CASE-002500,CM-016,Email,2024-07-05,5
ACT-0015897,CASE-002500,CM-016,Demand Drafting,2024-09-01,12
ACT-0015898,CASE-002500,CM-016,Status Update,2024-07-09,37
ACT-0015899,CASE-002501,CM-003,SMS,2024-10-10,13
ACT-0015900,CASE-002501,CM-003,Demand Drafting,2024-07-03,10
ACT-0015901,CASE-002501,CM-003,Internal Note,2024-05-13,6
ACT-0015902,CASE-002501,CM-003,Demand Drafting,2024-10-08,25
ACT-0015903,CASE-002501,CM-003,SMS,2024-01-20,24
ACT-0015904,CASE-002501,CM-003,Document Request,2024-06-14,20
ACT-0015905,CASE-002501,CM-003,SMS,2024-05-16,25
ACT-0015906,CASE-002502,CM-006,Email,2024-10-12,19
ACT-0015907,CASE-002502,CM-006,Internal Note,2024-11-09,7
ACT-0015908,CASE-002502,CM-006,Email,2024-08-24,11
ACT-0015909,CASE-002502,CM-006,Demand Drafting,2024-10-08,14
ACT-0015910,CASE-002502,CM-006,Email,2024-11-19,40
ACT-0015911,CASE-002502,CM-006,Demand Drafting,2024-10-31,11
ACT-0015912,CASE-002502,CM-006,Email,2024-11-04,22
ACT-0015913,CASE-002502,CM-006,SMS,2024-11-21,18
ACT-0015914,CASE-002503,CM-015,Document Request,2024-09-29,1
ACT-0015915,CASE-002503,CM-015,Internal Note,2024-09-16,25
ACT-0015916,CASE-002503,CM-015,Email,2024-10-09,11
ACT-0015917,CASE-002503,CM-015,SMS,2024-10-06,18
ACT-0015918,CASE-002503,CM-015,Medical Record Review,2024-10-09,19
ACT-0015919,CASE-002503,CM-015,Document Request,2024-10-11,1
ACT-0015920,CASE-002503,CM-015,Medical Record Review,2024-09-20,29
ACT-0015921,CASE-002504,CM-017,Internal Note,2025-03-02,20
ACT-0015922,CASE-002504,CM-017,Client Meeting,2025-03-20,9
ACT-0015923,CASE-002504,CM-017,Status Update,2025-03-03,12
ACT-0015924,CASE-002504,CM-017,Phone Call,2025-02-12,25
ACT-0015925,CASE-002504,CM-017,SMS,2025-02-23,12
ACT-0015926,CASE-002504,CM-017,Status Update,2025-03-16,18
ACT-0015927,CASE-002505,CM-013,Internal Note,2025-04-08,18
ACT-0015928,CASE-002505,CM-013,SMS,2025-04-09,1
ACT-0015929,CASE-002505,CM-013,Client Meeting,2025-03-13,9
ACT-0015930,CASE-002505,CM-013,Document Request,2025-01-03,22
ACT-0015931,CASE-002506,CM-011,SMS,2025-05-24,23
ACT-0015932,CASE-002506,CM-011,Negotiation Call,2025-05-26,21
ACT-0015933,CASE-002506,CM-011,Medical Record Review,2025-06-07,11
ACT-0015934,CASE-002506,CM-011,Phone Call,2025-04-24,1
ACT-0015935,CASE-002507,CM-007,Email,2025-03-26,24
ACT-0015936,CASE-002507,CM-007,Email,2025-05-01,12
ACT-0015937,CASE-002507,CM-007,Internal Note,2025-03-21,1
ACT-0015938,CASE-002507,CM-007,SMS,2025-02-28,23
ACT-0015939,CASE-002507,CM-007,Medical Record Review,2025-05-07,22
ACT-0015940,CASE-002507,CM-007,Medical Record Review,2025-04-20,2
ACT-0015941,CASE-002507,CM-007,Document Request,2025-03-21,1
ACT-0015942,CASE-002508,CM-012,Status Update,2024-03-29,23
ACT-0015943,CASE-002508,CM-012,Negotiation Call,2024-08-21,28
ACT-0015944,CASE-002508,CM-012,Client Meeting,2025-02-10,17
ACT-0015945,CASE-002508,CM-012,Phone Call,2024-10-08,26
ACT-0015946,CASE-002508,CM-012,Client Meeting,2024-11-24,5
ACT-0015947,CASE-002508,CM-012,Internal Note,2024-01-22,13
ACT-0015948,CASE-002509,CM-006,Demand Drafting,2024-10-25,9
ACT-0015949,CASE-002509,CM-006,SMS,2024-09-16,5
ACT-0015950,CASE-002509,CM-006,Email,2024-11-21,3
ACT-0015951,CASE-002509,CM-006,Negotiation Call,2024-10-08,28
ACT-0015952,CASE-002509,CM-006,Client Meeting,2024-11-18,1
ACT-0015953,CASE-002509,CM-006,Medical Record Review,2025-01-07,12
ACT-0015954,CASE-002509,CM-006,SMS,2024-10-26,25
ACT-0015955,CASE-002509,CM-006,Internal Note,2025-01-28,5
ACT-0015956,CASE-002509,CM-006,Medical Record Review,2025-01-10,18
ACT-0015957,CASE-002510,CM-010,Demand Drafting,2024-08-07,21
ACT-0015958,CASE-002510,CM-010,Demand Drafting,2025-05-19,19
ACT-0015959,CASE-002510,CM-010,Demand Drafting,2024-10-28,22
ACT-0015960,CASE-002511,CM-009,Demand Drafting,2024-06-16,32
ACT-0015961,CASE-002511,CM-009,Document Request,2024-04-20,11
ACT-0015962,CASE-002511,CM-009,Negotiation Call,2024-06-15,13
ACT-0015963,CASE-002511,CM-009,SMS,2024-07-06,19
ACT-0015964,CASE-002511,CM-009,Status Update,2024-07-14,1
ACT-0015965,CASE-002511,CM-009,Client Meeting,2024-07-01,22
ACT-0015966,CASE-002511,CM-009,Email,2024-06-01,23
ACT-0015967,CASE-002511,CM-009,Internal Note,2024-04-30,22
ACT-0015968,CASE-002512,CM-003,Phone Call,2024-07-31,13
ACT-0015969,CASE-002512,CM-003,SMS,2024-05-30,1
ACT-0015970,CASE-002512,CM-003,Negotiation Call,2024-08-16,29
ACT-0015971,CASE-002512,CM-003,Client Meeting,2024-11-24,20
ACT-0015972,CASE-002512,CM-003,Internal Note,2025-04-29,18
ACT-0015973,CASE-002512,CM-003,Document Request,2025-03-23,10
ACT-0015974,CASE-002512,CM-003,Demand Drafting,2024-07-06,12
ACT-0015975,CASE-002512,CM-003,Medical Record Review,2024-07-17,16
ACT-0015976,CASE-002513,CM-016,Document Request,2025-05-22,16
ACT-0015977,CASE-002513,CM-016,SMS,2025-06-09,18
ACT-0015978,CASE-002513,CM-016,Negotiation Call,2025-06-08,5
ACT-0015979,CASE-002513,CM-016,Phone Call,2025-05-28,15
ACT-0015980,CASE-002513,CM-016,Document Request,2025-05-27,10
ACT-0015981,CASE-002513,CM-016,Phone Call,2025-06-10,15
ACT-0015982,CASE-002513,CM-016,Medical Record Review,2025-06-08,16
ACT-0015983,CASE-002513,CM-016,Demand Drafting,2025-05-25,32
ACT-0015984,CASE-002513,CM-016,Medical Record Review,2025-06-07,26
ACT-0015985,CASE-002514,CM-011,Phone Call,2024-12-08,6
ACT-0015986,CASE-002514,CM-011,Phone Call,2025-01-24,46
ACT-0015987,CASE-002514,CM-011,Phone Call,2024-12-21,17
ACT-0015988,CASE-002514,CM-011,Medical Record Review,2025-01-19,21
ACT-0015989,CASE-002514,CM-011,SMS,2025-02-28,27
ACT-0015990,CASE-002514,CM-011,Internal Note,2025-03-04,13
ACT-0015991,CASE-002514,CM-011,Document Request,2025-02-05,7
ACT-0015992,CASE-002514,CM-011,Document Request,2024-11-26,24
ACT-0015993,CASE-002515,CM-001,Status Update,2024-11-27,20
ACT-0015994,CASE-002515,CM-001,Client Meeting,2025-06-22,21
ACT-0015995,CASE-002515,CM-001,Demand Drafting,2024-12-07,29
ACT-0015996,CASE-002515,CM-001,Internal Note,2025-03-20,5
ACT-0015997,CASE-002515,CM-001,Client Meeting,2025-06-01,32
ACT-0015998,CASE-002515,CM-001,Status Update,2025-06-30,15
ACT-0015999,CASE-002515,CM-001,Negotiation Call,2024-11-20,18
ACT-0016000,CASE-002516,CM-007,Document Request,2025-06-20,36
ACT-0016001,CASE-002516,CM-007,Status Update,2025-06-21,17
ACT-0016002,CASE-002516,CM-007,Client Meeting,2025-06-20,18
ACT-0016003,CASE-002516,CM-007,Document Request,2025-06-21,11
ACT-0016004,CASE-002516,CM-007,Client Meeting,2025-06-20,15
ACT-0016005,CASE-002516,CM-007,Status Update,2025-06-20,31
ACT-0016006,CASE-002517,CM-001,Status Update,2024-06-15,32
ACT-0016007,CASE-002517,CM-001,Negotiation Call,2024-08-12,26
ACT-0016008,CASE-002517,CM-001,Client Meeting,2024-08-01,38
ACT-0016009,CASE-002517,CM-001,Status Update,2024-06-18,24
ACT-0016010,CASE-002517,CM-001,Document Request,2024-08-19,28
ACT-0016011,CASE-002517,CM-001,SMS,2024-08-02,14
ACT-0016012,CASE-002517,CM-001,Internal Note,2024-07-04,1
ACT-0016013,CASE-002518,CM-013,Document Request,2024-11-16,29
ACT-0016014,CASE-002518,CM-013,SMS,2025-03-20,17
ACT-0016015,CASE-002518,CM-013,Status Update,2024-11-23,39
ACT-0016016,CASE-002518,CM-013,Phone Call,2024-09-20,11
