document_id,case_id,document_type,status,requested_date,received_date
DOC-0012863,CASE-002339,Medical Bill,Missing,2024-08-16,
DOC-0012864,CASE-002339,Demand Letter,Received,2024-08-16,2024-08-22
DOC-0012865,CASE-002339,HIPAA Authorization,Received,2024-08-18,2024-09-29
DOC-0012866,CASE-002339,Witness Statement,Received,2024-08-30,2024-10-09
DOC-0012867,CASE-002339,HIPAA Authorization,Received,2024-08-26,2024-09-07
DOC-0012868,CASE-002340,Insurance Declaration,Received,2025-01-30,2025-02-05
DOC-0012869,CASE-002340,Police Report,Missing,2025-02-14,
DOC-0012870,CASE-002340,Police Report,Received,2025-01-20,2025-02-04
DOC-0012871,CASE-002340,Witness Statement,Received,2025-02-01,2025-03-07
DOC-0012872,CASE-002341,Insurance Declaration,Missing,2024-06-16,
DOC-0012873,CASE-002341,Insurance Declaration,Missing,2024-06-19,
DOC-0012874,CASE-002341,HIPAA Authorization,Received,2024-05-23,2024-06-06
DOC-0012875,CASE-002341,Photo Evidence,Missing,2024-06-06,
DOC-0012876,CASE-002342,Retainer Agreement,Missing,2024-10-11,
DOC-0012877,CASE-002342,Police Report,Received,2024-09-25,2024-10-14
DOC-0012878,CASE-002342,HIPAA Authorization,Missing,2024-09-25,
DOC-0012879,CASE-002342,Witness Statement,Missing,2024-10-03,
DOC-0012880,CASE-002342,Demand Letter,Missing,2024-10-07,
DOC-0012881,CASE-002342,Police Report,Received,2024-09-25,2024-10-01
DOC-0012882,CASE-002343,HIPAA Authorization,Pending,2025-07-02,
DOC-0012883,CASE-002343,Insurance Declaration,Pending,2025-07-08,
DOC-0012884,CASE-002343,Photo Evidence,Pending,2025-06-22,
DOC-0012885,CASE-002343,Photo Evidence,Pending,2025-06-22,
DOC-0012886,CASE-002343,Demand Letter,Pending,2025-07-11,
DOC-0012887,CASE-002344,Wage Loss Statement,Received,2024-08-25,2024-09-10
DOC-0012888,CASE-002344,HIPAA Authorization,Received,2024-08-02,2024-08-18
DOC-0012889,CASE-002344,Witness Statement,Received,2024-08-25,2024-09-15
DOC-0012890,CASE-002344,HIPAA Authorization,Received,2024-08-05,2024-09-06
DOC-0012891,CASE-002344,HIPAA Authorization,Received,2024-08-29,2024-09-18
DOC-0012892,CASE-002344,Witness Statement,Received,2024-08-19,2024-09-04
DOC-0012893,CASE-002344,Retainer Agreement,Missing,2024-08-07,
DOC-0012894,CASE-002344,Insurance Declaration,Received,2024-08-27,2024-09-02
DOC-0012895,CASE-002345,Insurance Declaration,Pending,2025-05-31,
DOC-0012896,CASE-002345,Photo Evidence,Received,2025-05-28,2025-06-07
DOC-0012897,CASE-002345,Demand Letter,Missing,2025-06-07,
DOC-0012898,CASE-002345,HIPAA Authorization,Received,2025-05-24,2025-06-26
DOC-0012899,CASE-002346,Police Report,Received,2025-02-08,2025-03-15
DOC-0012900,CASE-002346,Witness Statement,Missing,2025-02-05,
DOC-0012901,CASE-002346,Police Report,Received,2025-02-19,2025-03-04
DOC-0012902,CASE-002347,Demand Letter,Received,2023-08-22,2023-09-10
DOC-0012903,CASE-002347,Police Report,Received,2023-08-29,2023-09-09
DOC-0012904,CASE-002347,Wage Loss Statement,Received,2023-08-28,2023-09-30
DOC-0012905,CASE-002347,Retainer Agreement,Received,2023-08-16,2023-09-14
DOC-0012906,CASE-002347,Police Report,Received,2023-09-03,2023-10-17
DOC-0012907,CASE-002348,Retainer Agreement,Received,2024-07-14,2024-07-30
DOC-0012908,CASE-002348,Wage Loss Statement,Received,2024-06-30,2024-07-03
DOC-0012909,CASE-002348,Wage Loss Statement,Received,2024-07-11,2024-08-19
DOC-0012910,CASE-002348,Demand Letter,Received,2024-06-17,2024-06-25
DOC-0012911,CASE-002348,Retainer Agreement,Received,2024-06-23,2024-07-26
DOC-0012912,CASE-002348,Wage Loss Statement,Received,2024-06-23,2024-07-12
DOC-0012913,CASE-002349,Witness Statement,Received,2024-12-17,2024-12-19
DOC-0012914,CASE-002349,Demand Letter,Missing,2024-11-22,
DOC-0012915,CASE-002349,Photo Evidence,Received,2024-11-21,2024-12-09
DOC-0012916,CASE-002349,Photo Evidence,Received,2024-11-24,2024-12-22
DOC-0012917,CASE-002349,Wage Loss Statement,Received,2024-11-22,2024-12-07
DOC-0012918,CASE-002349,Retainer Agreement,Received,2024-12-04,2024-12-23
DOC-0012919,CASE-002350,Insurance Declaration,Missing,2025-07-02,
DOC-0012920,CASE-002350,Insurance Declaration,Pending,2025-07-13,
DOC-0012921,CASE-002350,Photo Evidence,Missing,2025-07-13,
DOC-0012922,CASE-002350,Demand Letter,Pending,2025-07-19,
DOC-0012923,CASE-002350,Wage Loss Statement,Pending,2025-07-11,
DOC-0012924,CASE-002351,Photo Evidence,Received,2024-07-25,2024-08-12
DOC-0012925,CASE-002351,Police Report,Missing,2024-07-18,
DOC-0012926,CASE-002351,Witness Statement,Received,2024-07-06,2024-08-04
DOC-0012927,CASE-002351,Witness Statement,Received,2024-07-28,2024-08-22
DOC-0012928,CASE-002351,Photo Evidence,Received,2024-07-25,2024-07-28
DOC-0012929,CASE-002352,Wage Loss Statement,Received,2023-10-04,2023-11-06
DOC-0012930,CASE-002352,Photo Evidence,Received,2023-09-29,2023-11-06
DOC-0012931,CASE-002352,Wage Loss Statement,Received,2023-09-15,2023-09-28
DOC-0012932,CASE-002352,Witness Statement,Received,2023-09-24,2023-10-06
DOC-0012933,CASE-002352,Demand Letter,Received,2023-10-12,2023-11-04
DOC-0012934,CASE-002352,Retainer Agreement,Received,2023-09-28,2023-10-17
DOC-0012935,CASE-002353,Witness Statement,Missing,2024-09-03,
DOC-0012936,CASE-002353,Retainer Agreement,Received,2024-09-01,2024-09-21
DOC-0012937,CASE-002353,Medical Bill,Received,2024-09-22,2024-10-12
DOC-0012938,CASE-002353,HIPAA Authorization,Received,2024-09-21,2024-10-03
DOC-0012939,CASE-002353,Police Report,Received,2024-09-25,2024-10-27
DOC-0012940,CASE-002353,Demand Letter,Received,2024-09-04,2024-09-16
DOC-0012941,CASE-002353,Demand Letter,Received,2024-09-23,2024-11-05
DOC-0012942,CASE-002353,Insurance Declaration,Missing,2024-08-30,
DOC-0012943,CASE-002354,Medical Bill,Missing,2023-10-10,
DOC-0012944,CASE-002354,Demand Letter,Missing,2023-10-19,
DOC-0012945,CASE-002354,Demand Letter,Missing,2023-11-03,
DOC-0012946,CASE-002354,Police Report,Missing,2023-10-21,
DOC-0012947,CASE-002355,Photo Evidence,Received,2025-01-06,2025-02-10
DOC-0012948,CASE-002355,HIPAA Authorization,Received,2025-01-04,2025-01-29
DOC-0012949,CASE-002355,Insurance Declaration,Missing,2025-01-14,
DOC-0012950,CASE-002356,Police Report,Received,2024-08-20,2024-09-16
DOC-0012951,CASE-002356,Witness Statement,Received,2024-08-19,2024-08-23
DOC-0012952,CASE-002356,Police Report,Received,2024-08-03,2024-08-29
DOC-0012953,CASE-002357,Medical Bill,Missing,2024-12-17,
DOC-0012954,CASE-002357,Wage Loss Statement,Missing,2024-12-16,
DOC-0012955,CASE-002357,HIPAA Authorization,Missing,2024-12-22,
DOC-0012956,CASE-002357,Police Report,Missing,2024-12-14,
DOC-0012957,CASE-002358,Police Report,Received,2025-04-21,2025-05-02
DOC-0012958,CASE-002358,Wage Loss Statement,Received,2025-04-18,2025-05-21
DOC-0012959,CASE-002358,Medical Bill,Received,2025-04-13,2025-05-02
DOC-0012960,CASE-002358,Medical Bill,Received,2025-05-02,2025-05-26
DOC-0012961,CASE-002358,Wage Loss Statement,Received,2025-04-12,2025-04-30
DOC-0012962,CASE-002358,Police Report,Received,2025-04-15,2025-05-29
DOC-0012963,CASE-002359,Police Report,Missing,2024-10-22,
DOC-0012964,CASE-002359,HIPAA Authorization,Received,2024-10-21,2024-11-20
DOC-0012965,CASE-002359,Police Report,Received,2024-11-01,2024-11-26
DOC-0012966,CASE-002359,Demand Letter,Received,2024-10-17,2024-10-29
DOC-0012967,CASE-002359,Police Report,Missing,2024-10-12,
DOC-0012968,CASE-002359,Photo Evidence,Received,2024-10-11,2024-10-21
DOC-0012969,CASE-002359,Medical Bill,Received,2024-10-24,2024-12-02
DOC-0012970,CASE-002360,Photo Evidence,Received,2024-10-16,2024-11-20
DOC-0012971,CASE-002360,Retainer Agreement,Missing,2024-10-11,
DOC-0012972,CASE-002360,Medical Bill,Received,2024-10-24,2024-12-04
DOC-0012973,CASE-002360,Medical Bill,Received,2024-10-22,2024-11-04
DOC-0012974,CASE-002360,Photo Evidence,Received,2024-10-19,2024-10-28
DOC-0012975,CASE-002360,Witness Statement,Received,2024-09-27,2024-10-01
DOC-0012976,CASE-002360,Photo Evidence,Received,2024-10-01,2024-10-22
DOC-0012977,CASE-002360,Wage Loss Statement,Received,2024-10-09,2024-10-24
DOC-0012978,CASE-002361,HIPAA Authorization,Received,2025-01-03,2025-01-15
DOC-0012979,CASE-002361,Witness Statement,Missing,2025-01-28,
DOC-0012980,CASE-002361,Photo Evidence,Missing,2025-01-05,
DOC-0012981,CASE-002361,Police Report,Received,2025-01-31,2025-02-12
DOC-0012982,CASE-002361,HIPAA Authorization,Missing,2025-01-12,
DOC-0012983,CASE-002361,Witness Statement,Received,2025-01-04,2025-02-08
DOC-0012984,CASE-002362,Retainer Agreement,Received,2025-01-25,2025-02-12
DOC-0012985,CASE-002362,Wage Loss Statement,Received,2025-01-29,2025-02-05
DOC-0012986,CASE-002362,Witness Statement,Received,2025-01-25,2025-03-10
DOC-0012987,CASE-002362,Police Report,Missing,2025-01-31,
DOC-0012988,CASE-002362,Witness Statement,Received,2025-01-30,2025-02-08
DOC-0012989,CASE-002362,Medical Bill,Received,2025-01-17,2025-02-14
DOC-0012990,CASE-002362,HIPAA Authorization,Received,2025-01-12,2025-01-16
DOC-0012991,CASE-002362,Demand Letter,Received,2025-01-24,2025-03-08
DOC-0012992,CASE-002363,Photo Evidence,Missing,2025-04-12,
DOC-0012993,CASE-002363,Photo Evidence,Missing,2025-04-10,
DOC-0012994,CASE-002363,Retainer Agreement,Missing,2025-03-31,
DOC-0012995,CASE-002363,Retainer Agreement,Missing,2025-04-11,
DOC-0012996,CASE-002364,Police Report,Received,2025-04-23,2025-05-09
DOC-0012997,CASE-002364,Medical Bill,Missing,2025-04-06,
DOC-0012998,CASE-002364,Wage Loss Statement,Received,2025-04-10,2025-04-21
DOC-0012999,CASE-002364,Insurance Declaration,Received,2025-04-06,2025-05-13
DOC-0013000,CASE-002364,Wage Loss Statement,Received,2025-04-15,2025-05-10
DOC-0013001,CASE-002364,Witness Statement,Missing,2025-04-25,
DOC-0013002,CASE-002364,Witness Statement,Received,2025-04-23,2025-05-14
DOC-0013003,CASE-002365,Witness Statement,Received,2025-05-01,2025-05-23
DOC-0013004,CASE-002365,Wage Loss Statement,Received,2025-04-21,2025-05-14
DOC-0013005,CASE-002365,Police Report,Received,2025-04-30,2025-05-31
DOC-0013006,CASE-002365,HIPAA Authorization,Received,2025-04-28,2025-05-26
DOC-0013007,CASE-002365,Insurance Declaration,Missing,2025-04-30,
DOC-0013008,CASE-002366,Wage Loss Statement,Received,2023-08-06,2023-08-23
DOC-0013009,CASE-002366,Photo Evidence,Received,2023-08-13,2023-08-20
DOC-0013010,CASE-002366,Retainer Agreement,Received,2023-08-09,2023-09-06
DOC-0013011,CASE-002366,Insurance Declaration,Missing,2023-08-12,
DOC-0013012,CASE-002366,Medical Bill,Received,2023-08-28,2023-09-14
DOC-0013013,CASE-002366,HIPAA Authorization,Received,2023-08-13,2023-08-15
DOC-0013014,CASE-002366,HIPAA Authorization,Missing,2023-08-06,
DOC-0013015,CASE-002366,Wage Loss Statement,Received,2023-08-03,2023-09-14
DOC-0013016,CASE-002367,Insurance Declaration,Missing,2024-08-26,
DOC-0013017,CASE-002367,Retainer Agreement,Missing,2024-08-31,
DOC-0013018,CASE-002367,HIPAA Authorization,Received,2024-09-21,2024-09-26
DOC-0013019,CASE-002367,Insurance Declaration,Missing,2024-09-16,
DOC-0013020,CASE-002367,Insurance Declaration,Received,2024-09-23,2024-10-02
DOC-0013021,CASE-002367,Insurance Declaration,Received,2024-09-06,2024-09-19
DOC-0013022,CASE-002368,Retainer Agreement,Missing,2024-01-13,
DOC-0013023,CASE-002368,Retainer Agreement,Received,2024-01-07,2024-02-12
DOC-0013024,CASE-002368,Witness Statement,Received,2023-12-22,2023-12-31
DOC-0013025,CASE-002368,Photo Evidence,Received,2023-12-21,2024-01-24
DOC-0013026,CASE-002368,Wage Loss Statement,Received,2024-01-04,2024-02-12
DOC-0013027,CASE-002369,Demand Letter,Missing,2025-04-20,
DOC-0013028,CASE-002369,Witness Statement,Received,2025-04-13,2025-05-04
DOC-0013029,CASE-002369,Retainer Agreement,Received,2025-04-25,2025-05-08
DOC-0013030,CASE-002369,Demand Letter,Received,2025-04-29,2025-05-05
DOC-0013031,CASE-002369,HIPAA Authorization,Received,2025-04-07,2025-04-16
DOC-0013032,CASE-002369,Retainer Agreement,Received,2025-04-13,2025-05-26
DOC-0013033,CASE-002370,Medical Bill,Received,2024-10-27,2024-11-19
DOC-0013034,CASE-002370,Witness Statement,Received,2024-10-21,2024-11-12
DOC-0013035,CASE-002370,Witness Statement,Received,2024-11-19,2024-12-24
DOC-0013036,CASE-002370,Demand Letter,Missing,2024-10-21,
DOC-0013037,CASE-002370,Photo Evidence,Received,2024-11-05,2024-11-29
DOC-0013038,CASE-002370,Witness Statement,Received,2024-10-24,2024-11-01
DOC-0013039,CASE-002370,Medical Bill,Received,2024-11-16,2024-11-24
DOC-0013040,CASE-002371,Demand Letter,Received,2024-11-04,2024-12-17
DOC-0013041,CASE-002371,Police Report,Received,2024-11-08,2024-11-20
DOC-0013042,CASE-002371,Medical Bill,Received,2024-11-14,2024-11-18
DOC-0013043,CASE-002371,Police Report,Received,2024-10-20,2024-11-26
DOC-0013044,CASE-002371,Witness Statement,Received,2024-11-12,2024-11-26
DOC-0013045,CASE-002371,Insurance Declaration,Received,2024-10-23,2024-11-25
DOC-0013046,CASE-002371,Witness Statement,Received,2024-11-03,2024-12-13
DOC-0013047,CASE-002371,Demand Letter,Received,2024-10-30,2024-11-12
DOC-0013048,CASE-002372,Wage Loss Statement,Received,2024-06-22,2024-08-03
DOC-0013049,CASE-002372,Demand Letter,Received,2024-06-20,2024-06-29
DOC-0013050,CASE-002372,Witness Statement,Missing,2024-07-04,
DOC-0013051,CASE-002372,Police Report,Missing,2024-06-19,
DOC-0013052,CASE-002372,Retainer Agreement,Missing,2024-07-08,
DOC-0013053,CASE-002372,Retainer Agreement,Received,2024-06-25,2024-08-01
DOC-0013054,CASE-002372,Retainer Agreement,Received,2024-07-01,2024-08-10
DOC-0013055,CASE-002372,Demand Letter,Received,2024-06-13,2024-06-17
DOC-0013056,CASE-002373,Photo Evidence,Received,2023-12-18,2023-12-20
DOC-0013057,CASE-002373,Police Report,Missing,2023-12-17,
DOC-0013058,CASE-002373,Photo Evidence,Received,2023-11-30,2023-12-27
DOC-0013059,CASE-002374,Witness Statement,Received,2024-04-30,2024-06-13
DOC-0013060,CASE-002374,Retainer Agreement,Missing,2024-04-30,
DOC-0013061,CASE-002374,HIPAA Authorization,Missing,2024-05-10,
DOC-0013062,CASE-002375,Witness Statement,Received,2024-12-24,2025-01-16
DOC-0013063,CASE-002375,Insurance Declaration,Received,2024-12-14,2024-12-27
DOC-0013064,CASE-002375,Wage Loss Statement,Received,2024-12-11,2024-12-23
DOC-0013065,CASE-002375,Wage Loss Statement,Missing,2024-12-22,
DOC-0013066,CASE-002375,Wage Loss Statement,Received,2024-12-05,2024-12-31
DOC-0013067,CASE-002376,Wage Loss Statement,Missing,2023-12-30,
DOC-0013068,CASE-002376,Retainer Agreement,Missing,2023-12-19,
DOC-0013069,CASE-002376,Retainer Agreement,Received,2024-01-02,2024-01-17
DOC-0013070,CASE-002376,Photo Evidence,Received,2023-12-19,2024-01-13
DOC-0013071,CASE-002376,Police Report,Received,2023-12-27,2024-01-09
DOC-0013072,CASE-002376,Photo Evidence,Received,2023-12-28,2024-01-04
DOC-0013073,CASE-002376,Wage Loss Statement,Received,2023-12-17,2023-12-30
DOC-0013074,CASE-002377,Medical Bill,Received,2023-10-07,2023-11-18
DOC-0013075,CASE-002377,Wage Loss Statement,Received,2023-09-18,2023-10-05
DOC-0013076,CASE-002377,Demand Letter,Received,2023-09-30,2023-10-14
DOC-0013077,CASE-002378,Demand Letter,Received,2025-05-04,2025-06-04
DOC-0013078,CASE-002378,Retainer Agreement,Missing,2025-05-08,
DOC-0013079,CASE-002378,Insurance Declaration,Received,2025-05-05,2025-05-16
DOC-0013080,CASE-002378,HIPAA Authorization,Missing,2025-05-10,
DOC-0013081,CASE-002378,Retainer Agreement,Received,2025-04-20,2025-06-03
DOC-0013082,CASE-002378,Witness Statement,Received,2025-04-27,2025-05-03
DOC-0013083,CASE-002379,Police Report,Received,2025-02-04,2025-02-23
DOC-0013084,CASE-002379,HIPAA Authorization,Missing,2025-01-26,
DOC-0013085,CASE-002379,Medical Bill,Missing,2025-01-09,
DOC-0013086,CASE-002380,Demand Letter,Missing,2023-12-09,
DOC-0013087,CASE-002380,Insurance Declaration,Missing,2024-01-01,
DOC-0013088,CASE-002380,Police Report,Missing,2024-01-01,
DOC-0013089,CASE-002380,Insurance Declaration,Missing,2023-12-16,
DOC-0013090,CASE-002380,Retainer Agreement,Received,2024-01-02,2024-02-10
DOC-0013091,CASE-002381,Demand Letter,Missing,2024-03-10,
DOC-0013092,CASE-002381,Demand Letter,Received,2024-03-31,2024-04-21
DOC-0013093,CASE-002381,Medical Bill,Missing,2024-03-19,
DOC-0013094,CASE-002381,Insurance Declaration,Received,2024-04-04,2024-04-21
DOC-0013095,CASE-002381,Retainer Agreement,Received,2024-03-14,2024-03-21
DOC-0013096,CASE-002381,Photo Evidence,Received,2024-03-22,2024-03-28
DOC-0013097,CASE-002381,Demand Letter,Received,2024-03-10,2024-04-09
DOC-0013098,CASE-002382,Insurance Declaration,Pending,2025-06-30,
DOC-0013099,CASE-002382,Police Report,Pending,2025-06-23,
DOC-0013100,CASE-002382,Police Report,Pending,2025-07-15,
DOC-0013101,CASE-002382,HIPAA Authorization,Pending,2025-06-30,
DOC-0013102,CASE-002382,Medical Bill,Pending,2025-07-07,
DOC-0013103,CASE-002382,Insurance Declaration,Missing,2025-07-09,
DOC-0013104,CASE-002382,Insurance Declaration,Pending,2025-07-08,
DOC-0013105,CASE-002383,HIPAA Authorization,Missing,2024-12-20,
DOC-0013106,CASE-002383,Photo Evidence,Missing,2024-12-17,
DOC-0013107,CASE-002383,Police Report,Missing,2024-12-11,
DOC-0013108,CASE-002384,Retainer Agreement,Missing,2024-10-06,
DOC-0013109,CASE-002384,Demand Letter,Missing,2024-10-24,
DOC-0013110,CASE-002384,HIPAA Authorization,Missing,2024-10-08,
DOC-0013111,CASE-002384,Wage Loss Statement,Missing,2024-10-07,
DOC-0013112,CASE-002384,Retainer Agreement,Missing,2024-10-22,
DOC-0013113,CASE-002384,Witness Statement,Missing,2024-10-08,
DOC-0013114,CASE-002385,Insurance Declaration,Missing,2024-03-29,
DOC-0013115,CASE-002385,Medical Bill,Received,2024-04-19,2024-05-13
DOC-0013116,CASE-002385,Police Report,Missing,2024-03-27,
DOC-0013117,CASE-002386,Retainer Agreement,Received,2024-03-14,2024-03-26
DOC-0013118,CASE-002386,Photo Evidence,Received,2024-04-11,2024-05-19
DOC-0013119,CASE-002386,Insurance Declaration,Missing,2024-03-22,
DOC-0013120,CASE-002386,HIPAA Authorization,Received,2024-03-15,2024-04-10
DOC-0013121,CASE-002386,Witness Statement,Received,2024-03-15,2024-03-24
DOC-0013122,CASE-002387,Insurance Declaration,Received,2023-08-28,2023-09-19
DOC-0013123,CASE-002387,HIPAA Authorization,Received,2023-08-25,2023-09-01
DOC-0013124,CASE-002387,Photo Evidence,Received,2023-08-11,2023-09-10
DOC-0013125,CASE-002387,Wage Loss Statement,Missing,2023-08-07,
DOC-0013126,CASE-002387,Insurance Declaration,Received,2023-09-01,2023-09-12
DOC-0013127,CASE-002388,Retainer Agreement,Received,2024-12-14,2025-01-21
DOC-0013128,CASE-002388,Demand Letter,Received,2024-12-24,2025-01-12
DOC-0013129,CASE-002388,Demand Letter,Received,2025-01-10,2025-02-23
DOC-0013130,CASE-002388,Insurance Declaration,Missing,2024-12-29,
DOC-0013131,CASE-002389,Photo Evidence,Missing,2023-08-19,
DOC-0013132,CASE-002389,Medical Bill,Received,2023-08-11,2023-08-31
DOC-0013133,CASE-002389,Police Report,Missing,2023-08-19,
DOC-0013134,CASE-002389,Photo Evidence,Missing,2023-08-30,
DOC-0013135,CASE-002389,Wage Loss Statement,Received,2023-08-22,2023-09-02
DOC-0013136,CASE-002389,HIPAA Authorization,Missing,2023-08-11,
DOC-0013137,CASE-002390,Demand Letter,Missing,2023-07-30,
DOC-0013138,CASE-002390,Demand Letter,Received,2023-07-12,2023-08-22
DOC-0013139,CASE-002390,Police Report,Received,2023-07-06,2023-08-02
DOC-0013140,CASE-002390,HIPAA Authorization,Missing,2023-07-20,
DOC-0013141,CASE-002391,Police Report,Received,2024-12-28,2025-01-18
DOC-0013142,CASE-002391,Witness Statement,Received,2025-01-07,2025-01-25
DOC-0013143,CASE-002391,Photo Evidence,Received,2025-01-08,2025-02-11
DOC-0013144,CASE-002391,Police Report,Missing,2024-12-29,
DOC-0013145,CASE-002392,HIPAA Authorization,Received,2025-06-08,2025-06-18
DOC-0013146,CASE-002392,Witness Statement,Pending,2025-06-23,
DOC-0013147,CASE-002392,Witness Statement,Pending,2025-06-05,
DOC-0013148,CASE-002392,Demand Letter,Pending,2025-06-26,
DOC-0013149,CASE-002392,Medical Bill,Pending,2025-06-16,
DOC-0013150,CASE-002392,Retainer Agreement,Pending,2025-06-13,
DOC-0013151,CASE-002393,Retainer Agreement,Received,2025-01-16,2025-01-19
DOC-0013152,CASE-002393,Insurance Declaration,Received,2025-01-25,2025-02-28
DOC-0013153,CASE-002393,Retainer Agreement,Received,2025-01-18,2025-02-05
DOC-0013154,CASE-002393,Photo Evidence,Received,2025-01-05,2025-01-30
DOC-0013155,CASE-002393,Retainer Agreement,Missing,2025-01-14,
DOC-0013156,CASE-002394,Witness Statement,Missing,2024-07-13,
DOC-0013157,CASE-002394,Police Report,Received,2024-07-24,2024-08-28
DOC-0013158,CASE-002394,Witness Statement,Missing,2024-07-18,
DOC-0013159,CASE-002394,Retainer Agreement,Received,2024-07-31,2024-08-12
DOC-0013160,CASE-002394,Retainer Agreement,Received,2024-08-05,2024-08-27
DOC-0013161,CASE-002394,Wage Loss Statement,Received,2024-07-24,2024-08-05
DOC-0013162,CASE-002394,Wage Loss Statement,Received,2024-07-22,2024-08-21
DOC-0013163,CASE-002395,Demand Letter,Missing,2024-07-16,
DOC-0013164,CASE-002395,HIPAA Authorization,Received,2024-08-08,2024-09-08
DOC-0013165,CASE-002395,Photo Evidence,Received,2024-07-31,2024-08-11
DOC-0013166,CASE-002396,Police Report,Received,2024-07-18,2024-08-06
DOC-0013167,CASE-002396,Photo Evidence,Missing,2024-06-29,
DOC-0013168,CASE-002396,Photo Evidence,Missing,2024-07-17,
DOC-0013169,CASE-002397,Wage Loss Statement,Received,2024-07-13,2024-08-17
DOC-0013170,CASE-002397,Insurance Declaration,Received,2024-07-18,2024-08-20
DOC-0013171,CASE-002397,Demand Letter,Received,2024-06-26,2024-07-06
DOC-0013172,CASE-002397,HIPAA Authorization,Received,2024-07-21,2024-08-29
DOC-0013173,CASE-002397,HIPAA Authorization,Received,2024-07-04,2024-08-09
DOC-0013174,CASE-002397,Witness Statement,Received,2024-07-02,2024-07-17
DOC-0013175,CASE-002397,Retainer Agreement,Received,2024-07-16,2024-08-01
DOC-0013176,CASE-002397,Police Report,Received,2024-07-19,2024-08-10
DOC-0013177,CASE-002398,Photo Evidence,Missing,2024-04-06,
DOC-0013178,CASE-002398,HIPAA Authorization,Missing,2024-04-24,
DOC-0013179,CASE-002398,Medical Bill,Missing,2024-04-14,
DOC-0013180,CASE-002399,Witness Statement,Received,2024-08-26,2024-08-29
DOC-0013181,CASE-002399,Medical Bill,Missing,2024-08-16,
DOC-0013182,CASE-002399,Medical Bill,Received,2024-08-02,2024-08-05
DOC-0013183,CASE-002399,Demand Letter,Missing,2024-08-24,
DOC-0013184,CASE-002399,Photo Evidence,Received,2024-08-26,2024-10-04
DOC-0013185,CASE-002399,Medical Bill,Missing,2024-08-09,
DOC-0013186,CASE-002399,Medical Bill,Received,2024-08-03,2024-09-11
DOC-0013187,CASE-002399,Medical Bill,Received,2024-08-31,2024-09-19
DOC-0013188,CASE-002400,Demand Letter,Received,2024-07-16,2024-08-01
DOC-0013189,CASE-002400,Police Report,Received,2024-07-11,2024-07-30
DOC-0013190,CASE-002400,Demand Letter,Received,2024-07-11,2024-07-25
DOC-0013191,CASE-002400,Wage Loss Statement,Received,2024-06-23,2024-08-01
DOC-0013192,CASE-002400,Medical Bill,Received,2024-07-05,2024-07-29
DOC-0013193,CASE-002400,Insurance Declaration,Received,2024-07-02,2024-08-12
DOC-0013194,CASE-002400,Demand Letter,Received,2024-07-17,2024-07-24
DOC-0013195,CASE-002401,Retainer Agreement,Missing,2024-10-05,
DOC-0013196,CASE-002401,Wage Loss Statement,Received,2024-10-01,2024-10-12
DOC-0013197,CASE-002401,HIPAA Authorization,Received,2024-10-05,2024-11-01
DOC-0013198,CASE-002401,Police Report,Missing,2024-09-30,
DOC-0013199,CASE-002401,Photo Evidence,Received,2024-09-21,2024-10-17
DOC-0013200,CASE-002401,Wage Loss Statement,Missing,2024-10-06,
DOC-0013201,CASE-002401,Wage Loss Statement,Received,2024-10-17,2024-10-21
DOC-0013202,CASE-002402,Retainer Agreement,Missing,2025-05-03,
DOC-0013203,CASE-002402,Retainer Agreement,Received,2025-05-20,2025-06-16
DOC-0013204,CASE-002402,Police Report,Missing,2025-05-07,
DOC-0013205,CASE-002402,Witness Statement,Pending,2025-05-21,
DOC-0013206,CASE-002402,Demand Letter,Received,2025-05-03,2025-05-23
DOC-0013207,CASE-002402,Demand Letter,Received,2025-05-21,2025-06-14
DOC-0013208,CASE-002403,Demand Letter,Pending,2025-07-17,
DOC-0013209,CASE-002403,HIPAA Authorization,Missing,2025-07-18,
DOC-0013210,CASE-002403,Police Report,Missing,2025-07-06,
DOC-0013211,CASE-002404,Photo Evidence,Missing,2023-09-15,
DOC-0013212,CASE-002404,Demand Letter,Received,2023-09-26,2023-11-06
DOC-0013213,CASE-002404,Police Report,Missing,2023-09-21,
DOC-0013214,CASE-002404,Witness Statement,Received,2023-09-02,2023-09-05
DOC-0013215,CASE-002405,Demand Letter,Received,2024-05-23,2024-06-23
DOC-0013216,CASE-002405,Wage Loss Statement,Missing,2024-06-02,
DOC-0013217,CASE-002405,Retainer Agreement,Received,2024-06-01,2024-06-10
DOC-0013218,CASE-002405,Demand Letter,Received,2024-06-08,2024-07-12
DOC-0013219,CASE-002405,Demand Letter,Received,2024-05-21,2024-06-23
DOC-0013220,CASE-002405,Retainer Agreement,Received,2024-06-16,2024-07-08
DOC-0013221,CASE-002406,Medical Bill,Missing,2023-12-14,
DOC-0013222,CASE-002406,Insurance Declaration,Missing,2023-11-23,
DOC-0013223,CASE-002406,Retainer Agreement,Missing,2023-11-29,
DOC-0013224,CASE-002407,Retainer Agreement,Received,2024-05-19,2024-06-11
DOC-0013225,CASE-002407,Demand Letter,Received,2024-05-09,2024-06-22
DOC-0013226,CASE-002407,Photo Evidence,Missing,2024-05-10,
DOC-0013227,CASE-002407,Retainer Agreement,Received,2024-05-19,2024-06-18
DOC-0013228,CASE-002407,Wage Loss Statement,Missing,2024-05-07,
DOC-0013229,CASE-002408,Witness Statement,Missing,2024-06-01,
